"","vector","value","options.bmat","options.n","options.which","options.nev","options.tol","options.ncv","options.ldv","options.ishift","options.maxiter","options.nb","options.mode","options.start","options.sigma","options.sigmai","options.info","options.iter","options.nconv","options.numop","options.numopb","options.numreo"
"Wagner, Josef Franz",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Waignein, Andre",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wallace, Tom",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ward, Barry",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Warlock, Peter",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Watkin, Andrew",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Weinberger, Jaromir",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Weirich, David",0.0319367876774014,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Weller, Travis J.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"White, Donald",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"White, Gary C.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Whitney, Maurice",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Williams, Jerry",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Willis, Douglas",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wilson, Curtis",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wilson, Patrick",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Yeago, Charles T.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Young, Donald",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ziek, Gary",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Aitken, H.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Anderson, Leroy",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Arcari, Tyler",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bain, J.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Barry, Michael",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Barton, Stephen",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Beckham, Dwight",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bedford, D.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Biedenbender, David",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bourgeois, Derek",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Branchfield, A.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Brooks, B.J.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bruhn, Andrew",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Burger, Eric",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Colonna, Jim",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Colquitt, Don",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Conley, Lloyd",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Conte, David",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Corrigan, B.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Dagenais, Jonathan",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"David, James M.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"de Cabezon, A.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Del Borgo, Eliot",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Del Tredici, David",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"DiLasso, Orlando",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Farnon, Robert",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Fhiaras, Greg",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Forbes, G.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Fox, Earl",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Frackenpohl, Arthur",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Frantzen, John",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"French, Daniel",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Fry, Tommy J.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Fuchs, Kenneth",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gabrieli, Giovanni",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gassi, Vince",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gervaise, C.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gibson, John Wesley",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gjeilo, Ola",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Goossens, Eugene",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Green, Christopher Kyle",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Griffes, Charles",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Halvorsen, Johan",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Harbaugh, Lee",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Harbinson, William G.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hartzell, Douglas",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hultgren, Ralph",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ippolitov-Ivanov, Nicolai",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Jadin, L.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Johnson, Timothy",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Jordan, R.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Jutras, Andre",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kamuf, Michael",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Khachaturian, Aram",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kistler, Cyrill",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kramer, Timothy",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Liadov, Anatoly",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Love, Joel",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lowry, Robert",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mahaffey",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McDowell, Edward",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Meeboer, Ryan",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Memley, Kevin",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Meyer, Edgar",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mikulka, Michael",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Miller",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Morley",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Musgrave, Monty",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Myers, David",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nielsen, Carl",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"O'Connor",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"O'Toole, Anthony",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Osborne",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Parés, G.",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Paulus, Steven",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Pitter, Donald",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Putnam, Matthew",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rachmaninoff, Sergei",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ragsdale, Van",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rath, Eric",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Reinecke, Carl",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rhoads, William",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rhodes, Phillip",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rogers",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Romeyn, Robert",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Roszell, Patrick",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rudgers, Gregory",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rudin, Rolf",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Running, Arne",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ryden, William",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sammis & Towner",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schiedt, Samuel",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schuller, Gunther",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Scriabin, Alexander",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Shelton, Melvin",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Smith/Story",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stephenson, James",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sterk, Jordan",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stevens, Halsey",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stone, David",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stubbs, Duncan",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Suter, Anthony",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Terry, Peter",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Thurston",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Torke, Michael",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Turnbull, Stuart Murray",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tyzik, Jeff",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Victoria, Tomas Luis de",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Walczyk, Kevin",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"White, Terry",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Yeats, William Butler",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Blackshaw, Jodie",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bremer, Carolyn",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Chambers, Carol Brittin",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Estes, Laura",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Giroux, Julie",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Griffin, Julie",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hanson, Shelley",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hidgon, Jennifer",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Huss, Christina",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"LaBarr, Susan",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lucas, Elena Roussanova",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McGinty, Anne",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Phillips-Rogers, Linda",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Uallacháin, Pádraigín Ní",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Archer, Kimberly",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Chambers, Carol Britton",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Donahue, Melanie",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Fenske, Katheryn",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Galvin, Lisa",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lafferty, Laurie",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McTee, Cindy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Salfelder, Kathryn",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Seward, Nancy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Spears, Gay Holmes",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tower, Joan",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Webb, Amy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wojcik, Gabrielle",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Greene, Joni",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hagenberg, Elaine",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Jaquet, Elisabeth-Claude",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Katz, Judith",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Keen, Marta",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mier, Shirley",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Piunno, Nicole",0.0287451336153162,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Coles, Jay",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Copley, Katahj",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Cross, Travis",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Cuong, Viet",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Forte, Aldo Rafael",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ginastera, Alberto",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gomez, Antonio Carlos",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Goto, Yo",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hilliard, Quincy",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hoshina, Hiroshi",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ito, Yasuhide",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Matsuura, Kinya",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Milburn, Dwayne S.",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Morales, Erik",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nagao, Jun",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Owens, William",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Samuel, David",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Saucedo, Richard",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Saucedo, Richard L.",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Shabazz, Ayatey",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tatebe, Tomohiro",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Thomas, Omar",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wada, Naoya",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wilson, Chandler L.",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Yagisawa, Satoshi",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Yeo, Benjamin",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Barfield, Anthony",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Day, Kevin",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Eastmond, David",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
