"","vector","value","options.bmat","options.n","options.which","options.nev","options.tol","options.ncv","options.ldv","options.ishift","options.maxiter","options.nb","options.mode","options.start","options.sigma","options.sigmai","options.info","options.iter","options.nconv","options.numop","options.numopb","options.numreo"
"Kabalevsky, Dmitri",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kalinnikov, Vasily",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Karrick, Brant",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kinyon, John",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kirby, Rick",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Knox, Thomas",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kopetz, Barry E.",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kozhevnikov, Boris",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kreines, Joseph",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kroeger, Karl",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kroll, F. Scott",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"la Plante, Pierre",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"LaBounty, Anthony",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"LaGassey, Homer",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lalo, Éduardo",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"LaPlante, Pierre",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Latham, William",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lauridsen, Morten",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Leckrone, Michael",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lecoq, Charles",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lehar, Franz",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lewis, Brian",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lindroth, Scott",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Liszt, Franz",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lo Presti, Ronald",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Locklear, Bill",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Long, David J.",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Longfield, Robert",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Luigini, Alexandre",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Luke, Ray",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mackey, John",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mahler, Gustav",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mahoney, Shafer",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mahr, Timothy",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Maillart, L. Aime",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Makris, Andreas",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Margolis, Bob",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Markowski, Michael",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mascagni, Pietro",0.0572859917417192,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Maslanka, David",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Massenet, Jules",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McAllister, Scott",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McBeth, W. Francis",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McCarthy, Daniel",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McKay, Neil",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McKinney, Frank",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Meechan, Peter",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Melton, Bill",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mendelssohn, Felix",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mendelssohn, Fred",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mennin, Peter",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Menotti, Gian Carlo",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Meyer, Richard",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Milford, Gene",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Milhaud, Darius",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mitchell",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mitchell, Rex",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Morrissey, John",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Moss, John",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Moussorgsky, Modest",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mozart, Wolfgang Amadeus",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nelhybel, Vaclav",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nelson, Christopher M.",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nelson, Ron",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Newman, Jonathan",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Newsome, John D.",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nicolai, Otto",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nixon, Roger",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"O'Connor, Tom",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"O'Loughlin, Sean",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"O'Reilly, John",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Oare, Michael",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Offenbach, Jacques",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ogren, Jayce John",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Orff, Carl",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Osmon, Leroy",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Osterling, Eric",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Pachelbel, Johann",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Palestrina, Giovanni",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Palmer, Robert",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Paulus, Stephen",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Perrine, Aaron",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Persichetti, Vincent",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Phillips, Todd",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Pierne, Gabriel",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Pilsner, Chris",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Piston, Walter",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Pitts, William",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ployhar, James",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Poor, Andrew",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Poor, Andrew F.",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Praetorius, Michael",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Press, Jacques",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Preuninger, Bruce",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Prokofiev, Sergei",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Puccini, Giacomo",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Puccini, Niccolo",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Puckett, Joel",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Purcell, Henry",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ragsdale, Chalon",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ravel, Maurice",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Reed, Alfred",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Reed, H. Owen",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Reineke, Steven",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Respighi, Ottorino",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Reznicek, Emil von",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ricketts, Ted",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Riegger, Wallingford",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rimsky-Korsakov, Nikolai",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rogers, Mekel",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Root, Thomas",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rossini, Gioacchino",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rossini, Gioachino",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rumbelow, Robert",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Safranek, Victor",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Saint-Saëns, Camille",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schoenberg, Arnold",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schubert, Franz",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schubert, Marty",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schuman, William",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schumann, Robert",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Seiber, Matyas",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Shaffer, David",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sheldon, Robert",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sheppard, Franklin",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Shostakovich, Dmitri",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sibelius, Jean",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Silva, Alan Lee",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Smetana, Bedrich",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Smith, Claude T.",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Smith, Dean",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Smith, Robert W.",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sousa, John P.",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Spaniola, Joseph",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sparke, Philip",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Spears, Jared",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Spinney, Charles",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stalter, Todd",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stamp, Jack",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Standridge, Randall D.",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stevens, John",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stone, Thomas",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Story, Michael",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Strauss, Johann",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Strauss, Richard",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stravinsky, Igor",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Strommen, Carl",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stroope, Z. Randall",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stuart, Hugh M.",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sudduth, James",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sullivan, Arthur",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Surinach, Carlos",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Susato, Tielman",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Swearingen, James",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sweeney, Michael",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Swerts, Piet",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tatgenhorst, John",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tchaikovsky, Peter Ilich",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Thielman, Ronald",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Thompson, Randall",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ticheli, Frank",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tucker, Christopher",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tull, Fisher",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Turina, Joaquin",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Turner, Jess Langston",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tyra, Thomas",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"van der Roost, Jan",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Vaughan Williams, Ralph",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Verdi, Giuseppe",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Vertoske, Michael",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Vinson, Johnnie",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Vivaldi, Antonio",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"von Suppé, Franz",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wagner, Douglas",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wagner, Richard",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Washburn, Robert",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wasson, John",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Waters, Tim",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Watson, Scott",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Weber, Carl Maria von",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Welcher, Dan",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Weller, Travis",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Whear, Paul",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Whitacre, Eric",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"White, Donald H.",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wilds, Jack",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wiley, Charles A.",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Williams, Clifton",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Williams, Mark",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wilson, Dana",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Windham, William",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wood, Haydn",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Woolfenden, Guy",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
