composer,state,weight
"Eveland, Dennis",Florida,1
"Ewazen, Eric",Florida,1
"Fagan, Gary",Florida,6
"Fannin, John",Florida,1
"Farmer, George",Florida,3
"Farnaby, Giles",Florida,1
"Fauchet, Paul",Florida,2
"Faure, Gabriel",Florida,7
"Feldstein, Sandy",Florida,9
"Fenske, Katheryn",Florida,1
"Finlayson, Walter",Florida,1
"Finzi, Gerald",Florida,1
"Fischer, J.S.C.",Florida,1
"Fletcher, Percy",Florida,1
"Flotow, F.",Florida,1
"Forbes, G.",Florida,2
"Ford, Ralph",Florida,3
"Forsblad, Leland",Florida,6
"Foster, Robert E.",Florida,1
"Fote, R.",Florida,1
"Frackenpohl, Arthur",Florida,2
"Fraley, Ryan",Florida,1
"Franck, Cesar",Florida,5
"Frank, M.",Florida,1
"Frantzen, John",Florida,1
"Frescobaldi, Girolamo",Florida,4
Freund. Don,Florida,1
"Friedemann, Carl",Florida,1
"Fry, Tommy J.",Florida,1
"Fukuda, Yosuke",Florida,1
"Gabrieli, Giovanni",Florida,3
"Galante, Rossano",Florida,5
"Galvin, Lisa",Florida,1
"Gassi, Vince",Florida,1
"Gazlay, Gary",Florida,2
"George, Ryan",Florida,1
"George, Tom Ritter",Florida,1
"Gershwin, George",Florida,1
"Gesualdo, C.",Florida,1
"Giannini, Vittorino",Florida,6
"Gibbons, O.",Florida,1
"Gibson, John Wesley",Florida,2
"Gillingham, David",Florida,6
"Gillis, Don",Florida,1
"Ginastera, Alberto",Florida,1
"Giordano, Umberto",Florida,2
"Giovannini, Caesar",Florida,3
"Giroux, Julie",Florida,8
"Gjeilo, Ola",Florida,1
"Glazunov, Alexander",Florida,2
"Gliere, Rienhold",Florida,3
"Glinka, Mikhail",Florida,2
"Glossup, Jay",Florida,1
"Gluck, Christoph",Florida,3
"Goldman, Edwin Franko",Florida,1
"Golemo, Michael",Florida,2
"Gomez, Antonio Carlos",Florida,1
"Goossens, Eugene",Florida,2
"Gorb, Adam",Florida,3
"Gordon, Philip",Florida,23
"Gorham, David",Florida,1
"Gossec, Francois-Joseph",Florida,3
"Gould, Morton",Florida,8
"Gounod, Charles",Florida,4
"Grady, M.",Florida,1
"Graham, Peter",Florida,1
"Grainger, Percy",Florida,33
"Grantham, Donald",Florida,8
"Greene, M.M.",Florida,1
Gretchaninov,Florida,1
"Grice, Rob",Florida,5
"Grieg, Edvard",Florida,10
"Griffes, Charles",Florida,1
"Gross, Charles",Florida,1
"Grundman, Clare",Florida,24
"Gruner, Greg",Florida,1
"Guilmant, Félix Alexandre",Florida,2
"Halferty, Frank J.",Florida,1
"Halvorsen, Johan",Florida,2
"Handel, George Frideric",Florida,35
"Hannickel, Mike",Florida,3
"Hanson, Howard",Florida,8
"Hanson, Robert",Florida,1
"Hanson, Shelley",Florida,1
"Hanssen, Johannes",Florida,1
"Harbaugh, Lee",Florida,1
"Harbinson, William G.",Florida,1
"Harbison, John",Florida,1
"Harris, Doug",Florida,1
"Harris, Ken",Florida,1
"Hart, Paul",Florida,2
"Hartley, Walter",Florida,4
"Hastings, Ross",Florida,2
"Haydn, Franz Joseph",Florida,14
"Hazo, Samuel",Florida,9
"Herberman, J.",Florida,1
"Hermann, Ralph",Florida,1
"Hérold, Ferdinand",Florida,1
"Hesketh, Kenneth",Florida,1
"Hidas, Frigyes",Florida,1
"Higgins, John",Florida,2
"Hill, William",Florida,2
"Hilliard, Quincy",Florida,3
"Himes, William",Florida,4
"Hindemith, Paul",Florida,4
"Hodges, Steve",Florida,3
"Hogg, Brian",Florida,2
"Hokoyama, Wataru",Florida,1
"Holmes, Paul",Florida,1
"Holsinger, David",Florida,13
"Holst, Gustav",Florida,22
"Hook, James",Florida,1
"Hosay, James L.",Florida,2
"Hoshina, Hiroshi",Florida,1
"Hovhaness, Alan",Florida,1
"Huckeby, Ed",Florida,13
"Hull, Grant",Florida,3
"Hultgren, Ralph",Florida,1
"Humperdinck, Englebert",Florida,3
"Hunsberger, Donald",Florida,1
"Husa, Karel",Florida,5
"Iannaccone, Anthony",Florida,1
"Ireland, John",Florida,2
"Isaac, H.",Florida,1
"Ito, Yasuhide",Florida,2
"Ives, Charles",Florida,5
"Jackson, Leroy",Florida,2
"Jacob, Gordon",Florida,10
"Jadin, L.",Florida,2
"Jager, Robert",Florida,14
"Jarnefelt, A.",Florida,1
"Jenkins, Darren",Florida,1
"Jenkins, Joseph Willcox",Florida,1
"Jennings, Paul",Florida,2
"Jewell, Fred",Florida,1
"Kabalevsky, Dmitri",Florida,9
"Kahelin, T.",Florida,1
"Kalinnikov, Vasily",Florida,2
"Karg-Elert, Sigfrid",Florida,4
"Karrick, Brant",Florida,5
"Khatchaturian, Amram",Florida,2
"King, Karl L.",Florida,1
"Kinyon, John",Florida,17
"Kirby, Rick",Florida,2
"Kirnberger, Johann Philip",Florida,1
"Kistler, Cyrill",Florida,1
"Knox, Thomas",Florida,2
"Kopetz, Barry E.",Florida,4
"Kozhevnikov, Boris",Florida,2
"Kramer, W.",Florida,1
"Kreines, Joseph",Florida,8
"Kroeger, K.",Florida,1
"Kushida, Tetsonusuke",Florida,1
"Lafferty, Laurie",Florida,1
"Lalo, Eduard",Florida,1
Lane,Florida,1
Lankester,Florida,1
"LaPlante, Pierre",Florida,14
"Latham, William",Florida,3
"Lauridsen, Morten",Florida,2
"Lee, R.",Florida,1
"Lehár, Franz",Florida,1
"Linn, Robert",Florida,1
"Liszt, Franz",Florida,1
"Lo Presti, Ronald",Florida,1
"Locklear, Bill",Florida,1
"Longfield, Robert",Florida,1
"Lopez, Victor",Florida,2
Lotti,Florida,2
"Lucas, Elena Roussanova",Florida,2
"Luke, Ray",Florida,3
"Lully, Jean-Baptiste",Florida,2
"Lutosławski, Witold",Florida,1
"Lyadov, Anatoly",Florida,2
"MacDowell, W.",Florida,1
"Mackey, John",Florida,3
Magill,Florida,1
"Magnusson, D.",Florida,1
"Mahler, Gustav",Florida,1
"Mailman, Martin",Florida,2
"Makris, Andreas",Florida,1
"Margolis, Bob",Florida,6
"Markowski, Michael",Florida,1
"Mascagni, Pietro",Florida,2
"Mashima, T.",Florida,1
"Maslanka, David",Florida,8
"Massenet, Jules",Florida,3
"McBeth, W. Francis",Florida,11
"McGinty, Anne",Florida,52
"McKay, F.H.",Florida,1
Mehul,Florida,1
"Mendelssohn, Felix",Florida,8
"Mennin, Peter",Florida,1
Miaskovsky,Florida,1
"Mier, Shirley",Florida,1
"Milburn, Dwayne S.",Florida,1
"Milford, Gene",Florida,3
"Milhaud, Darius",Florida,1
"Milner, B.",Florida,2
"Missal, Jason",Florida,1
"Miura, H.",Florida,1
Mohaupt,Florida,1
"Monteverdi, Claudio",Florida,1
"Morales, Erik",Florida,4
"Morita, Kazuhiro",Florida,1
"Moss, John",Florida,2
"Mozart, Wolfgang Amadeus",Florida,25
"Muffat, G.",Florida,1
"Mussorgsky, Modest",Florida,5
"Myers, David",Florida,2
"Nelhybel, Vaclav",Florida,8
"Nelson, Ron",Florida,9
"Nicolai, Otto",Florida,1
"Nielsen, Carl",Florida,1
"Nishimura, Cait",Florida,1
"Nishimura, Yukiko",Florida,1
"Nixon, Roger",Florida,4
Norred,Florida,1
"Nowak, Jerry",Florida,2
"O'Reilly, John",Florida,8
"Offenbach, Jacques",Florida,4
"Orff, Carl",Florida,1
"Osmon, Leroy",Florida,3
"Osterling, Eric",Florida,4
"Owens, William",Florida,11
"Palestrina, Giovanni",Florida,1
"Palmer, R.",Florida,1
"Parés, G.",Florida,1
"Pearson, Bruce",Florida,1
"Pergolesi, Giovanni Battista",Florida,1
"Perrine, Aaron",Florida,1
"Persichetti, Vincent",Florida,9
Pfaffman,Florida,1
Pharmer,Florida,1
"Phillips, Todd",Florida,1
"Pierne, Gabriel",Florida,1
"Pilsner, Chris",Florida,1
"Piston, Walter",Florida,2
"Ployhar, James",Florida,9
"Ponchielli, Amilcare",Florida,1
"Poulenc, Francis",Florida,1
"Praetorius, Michael",Florida,3
"Prokofiev, Sergey",Florida,1
"Puccini, Giacomo",Florida,3
"Purcell, Henry",Florida,8
"Pütz, Marco",Florida,1
"Rachmaninoff, Sergei",Florida,1
Ramal,Florida,1
"Rameau, Jean-Philippe",Florida,2
"Ravel, Maurice",Florida,3
Rawsthorne,Florida,1
"Reed, Alfred",Florida,19
"Reed, H. Owen",Florida,1
"Reiche, G.",Florida,1
"Reinecke, Carl",Florida,2
"Respighi, Ottorino",Florida,7
Resseger,Florida,1
"Revueltas, Silvestre",Florida,1
"Reznicek, E.",Florida,1
"Rhoads, William",Florida,2
"Rhodes, Tom",Florida,1
Riddle,Florida,1
"Riegger, Wallingford",Florida,2
"Rimsky-Korsakov, Nikolay",Florida,10
"Rocherolle, E.",Florida,1
"Rogers, Mekel",Florida,1
"Romeyn, Robert",Florida,1
"Root, G.",Florida,1
"Root, Thomas",Florida,4
"Rossini, Gioachino",Florida,9
"Rouse, Steve",Florida,1
"Russell, A.",Florida,1
"Saint-Saëns, Camille",Florida,7
"Salfelder, Kathryn",Florida,1
"Satie, Erik",Florida,1
"Saucedo, Richard",Florida,7
"Scarmolin, A.L.",Florida,1
"Schaefer, W.E.",Florida,1
"Schermer, R.",Florida,1
"Schlabach, E.W.",Florida,1
"Schmitt, Florent",Florida,1
"Schoenberg, Arnold",Florida,1
"Schubert, Franz",Florida,7
"Schuller, Gunther",Florida,1
"Schuman, William",Florida,6
"Schumann, Robert",Florida,4
"Schwantner, Joseph",Florida,2
"Sclater, J.",Florida,1
"Scriabin, Alexander",Florida,3
"Sebesky, Gerald",Florida,1
"Seward, Nancy",Florida,1
"Shabazz, Ayatey",Florida,3
"Sharp, Chris",Florida,1
"Sheldon, Robert",Florida,33
"Shelton, Melvin",Florida,2
"Shostakovich, Dmitri",Florida,3
"Sibelius, Jean",Florida,3
"Siegmeister, Elie",Florida,1
"Singleton, Kenneth",Florida,1
"Slocum, Earl",Florida,1
"Smetana, Bedrich",Florida,2
"Smith, Claude T.",Florida,4
"Smith, G.",Florida,1
"Snoeck, Kenneth",Florida,1
"Sor, Fernando",Florida,2
"Sousa, John Philip",Florida,3
"Sparke, Philip",Florida,5
"Spears, Jared",Florida,5
"Speck, Frederick",Florida,1
"Spinney, Charles",Florida,1
"Stalter, Todd",Florida,6
"Stamp, Jack",Florida,2
"Standridge, Randall D.",Florida,1
"Starer, Robert",Florida,2
"Stevens, Halsey",Florida,2
"Stevens, John",Florida,1
"Stone, D.",Florida,1
"Story, Michael",Florida,4
"Strauss, Johann",Florida,1
"Strauss, Richard",Florida,12
"Stravinsky, Igor",Florida,2
"Strommen, Carl",Florida,9
"Stuart, Hugh M.",Florida,5
"Suk, Joseph",Florida,1
"Sullivan, Arthur",Florida,1
"Surinach, C.",Florida,2
"Susato, Tielman",Florida,5
"Swearingen, James",Florida,3
"Sweelinck, Jan Pieterszoon",Florida,1
"Sweeney, Michael",Florida,5
"Tallis, Thomas",Florida,1
"Taruya, Masanori",Florida,1
"Tatgenhorst, John",Florida,1
"Taylor, C.",Florida,1
"Tchaikovsky, Peter Ilich",Florida,22
"Telemann, Georg Philipp",Florida,2
"Terry, Peter",Florida,1
"Thomas, Ambroise",Florida,1
Thurston,Florida,2
"Ticheli, Frank",Florida,16
"Toch, Ernst",Florida,1
"Tohno, S.",Florida,1
"Torroba, F.",Florida,1
"Tower, Joan",Florida,1
traditional,Florida,1
"Tull, Fisher",Florida,4
"Turina, Joaquín",Florida,2
"Turrin, Joseph",Florida,1
"Tyra, Thomas",Florida,1
"Vaughan Williams, Ralph",Florida,10
"Verdi, Giuseppe",Florida,10
"Vertoske, Michael",Florida,1
"Villa-Lobos, Heitor",Florida,1
"Vinson, Johnny",Florida,5
"Vivaldi, Antonio",Florida,3
"Vlak, K.",Florida,1
"von Suppé, Franz",Florida,4
"von Weber, Carl Maria",Florida,4
"Wada, Naoya",Florida,2
"Wagner, Douglas E.",Florida,4
"Wagner, Richard",Florida,20
"Ward, Norman",Florida,3
"Warlock, Peter",Florida,1
"Washburn, Robert",Florida,4
"Watanabe, Urato",Florida,1
"Weinberger, Jaromír",Florida,2
"Weiner, Lawrence",Florida,3
"Welcher, Dan",Florida,1
"Weller, Travis J.",Florida,2
"Wells, D.",Florida,1
"Welsch, J.",Florida,1
"Whear, Paul",Florida,4
"Whitacre, Eric",Florida,1
"White, Donald",Florida,5
"Whitney, Maurice",Florida,1
"Wiggins, B.",Florida,1
"Wilds, Jack",Florida,1
"Wiley, Charles A.",Florida,1
"Willan, H.",Florida,1
"Williams, Clifton",Florida,10
"Williams, E.",Florida,1
"Williams, Mark",Florida,4
"Wilson, Dana",Florida,1
"Wood, Haydn",Florida,3
"Woodward, J.",Florida,1
"Woolfenden, Guy",Florida,2
"Yagisawa, Satoshi",Florida,7
"Yi, Chen",Florida,1
"Young, Charles Rochester",Florida,2
"Youtz, Gregory",Florida,1
"Zaninelli, Luigi",Florida,2
"Zdechlik, John",Florida,5
"Zeller, C.",Florida,1
"Zingarelli, Niccolo Antonio",Florida,1
"Zupko, R.",Florida,1
"Adler, Samuel",Georgia,1
"Akers, H.E.",Georgia,2
"Akey, Douglas",Georgia,9
"Albéniz, Isaac",Georgia,1
"Alberty, Craig",Georgia,2
"Albinoni, Tomaso",Georgia,1
"Allen, Fred J.",Georgia,6
"Anderson, Leroy",Georgia,2
"Arbeau, Thoinot",Georgia,1
"Arnold, Malcolm",Georgia,10
"Ashe, F.",Georgia,1
"Bach, J.S.",Georgia,59
"Balent, Andrew",Georgia,4
"Ballenger, W.",Georgia,1
"Balmages, Brian",Georgia,52
"Barber, Clarence",Georgia,1
"Barber, Samuel",Georgia,2
"Barker, Warren",Georgia,5
"Barnes, James",Georgia,20
"Barrett, Roland",Georgia,16
"Bartok, Bela",Georgia,5
"Barton, Stephen",Georgia,1
"Beck, Brian",Georgia,3
"Beckel, James",Georgia,1
"Bedford, D.",Georgia,1
"Beethoven, Ludwig van",Georgia,31
"Bellini, Vincenzo",Georgia,2
"Bennett, Robert Russell",Georgia,3
"Benson, Warren",Georgia,3
"Berlioz, Hector",Georgia,11
"Bernotas, Chris",Georgia,4
"Bernstein, Leonard",Georgia,9
"Bidgood, Thomas",Georgia,1
"Biebl, Franz",Georgia,2
"Biedenbender, David",Georgia,1
"Bielawa, Jerry",Georgia,1
"Bilik, Jerry",Georgia,2
"Bizet, Georges",Georgia,6
"Black, Dave",Georgia,2
"Blackshaw, Jodie",Georgia,1
"Bobrowitz, David",Georgia,4
"Bocook, Jay",Georgia,6
"Bohm, Carl",Georgia,1
"Bolcom, William",Georgia,2
"Booker Jr., Charles L.",Georgia,1
"Borodin, Alexander",Georgia,3
"Boss, Andrew",Georgia,1
"Boysen, Andrew",Georgia,8
"Bozza, Eugène",Georgia,1
"Bradbury, W.",Georgia,1
"Brahms, Johannes",Georgia,15
"Bray, Bruce C.",Georgia,1
"Breedon, D.",Georgia,1
"Bremer, Carolyn",Georgia,1
"Brien, Colin",Georgia,1
"Bright, H.",Georgia,1
Brisman,Georgia,1
"Britten, Benjamin",Georgia,1
"Broege, Timothy",Georgia,8
"Brooks, B.J.",Georgia,2
"Brown, Richard E.",Georgia,3
Browne,Georgia,1
"Bruckner, Anton",Georgia,7
"Bryant, Steven",Georgia,6
"Buckley, Lewis J.",Georgia,1
"Buckley, Robert",Georgia,1
"Bukvich, Daniel",Georgia,1
"Bulla, Stephen",Georgia,10
"Bullock, Jack",Georgia,3
"Burns, Patrick",Georgia,3
"Byrd, William",Georgia,4
"Cacavas, John",Georgia,4
"Camphouse, Mark",Georgia,12
Campra,Georgia,1
"Carroll, Fergal",Georgia,2
"Carter, Charles",Georgia,11
"Catel, C.S.",Georgia,1
"Caudill, Jim",Georgia,2
"Cesarini, Franco",Georgia,4
"Chabrier, Emmanuel",Georgia,4
"Chambers, Carol Brittin",Georgia,3
"Chambers, Carol Britton",Georgia,1
"Chambers, W. Paris",Georgia,1
"Chance, John Barnes",Georgia,6
"Charpentier, M.",Georgia,1
"Chattaway, Jay",Georgia,3
"Cheetham, John",Georgia,1
"Chisman, Daniel",Georgia,1
"Chobanian, Loris",Georgia,1
"Cichy, Roger",Georgia,5
"Clark, Larry",Georgia,12
"Clark, Reber",Georgia,2
"Coakley, Donald",Georgia,2
"Coker, W.",Georgia,1
"Colgrass, Michael",Georgia,2
"Compello, Joseph",Georgia,1
"Conaway, Matt",Georgia,1
"Conley, Lloyd",Georgia,2
"Copland, Aaron",Georgia,12
"Corelli, Arcangelo",Georgia,1
"Corigliano, John",Georgia,1
"Cotter, B.",Georgia,1
"Court, Douglas",Georgia,3
"Creston, Paul",Georgia,6
"Cross, Travis",Georgia,1
"Cummings, Walter",Georgia,2
"Cuong, Viet",Georgia,1
"Curnow, James",Georgia,39
"Curnow, Joseph",Georgia,4
"Custer, Calvin",Georgia,4
"d'Albert, Eugene",Georgia,1
"Daehn, Larry",Georgia,15
"Dahl, Ingolf",Georgia,2
"Danielpour, Richard",Georgia,1
"Daniels, M.L.",Georgia,1
"Danner, Greg",Georgia,1
"Danyew, Steve",Georgia,1
"Daugherty, Michael",Georgia,4
"Daughtrey, Nathan",Georgia,1
"Davis, Albert O.",Georgia,6
"Dawson, Jay",Georgia,2
"de Haan, Jacob",Georgia,5
"de Meij, Johan",Georgia,8
"De Nardis, Camille",Georgia,1
"Debussy, Claude",Georgia,10
"del Borgo, Elliot",Georgia,30
"del Tredici, David",Georgia,1
"Delibes, Léo",Georgia,2
"Dello Joio, Norman",Georgia,9
"Director, Scott",Georgia,2
"Donizetti, Gaetano",Georgia,1
"Dooley, Paul",Georgia,1
"Doss, Thomas",Georgia,2
"Downing, Joseph",Georgia,4
Druckman,Georgia,1
"Duble, Charles E.",Georgia,1
"Duffy, Thomas",Georgia,2
"Dukas, Paul",Georgia,1
"Dvorak, Antonin",Georgia,15
"Dvorak, Robert",Georgia,1
"Dzubay, David",Georgia,1
"Earl, Christian",Georgia,2
"Eberlin, J.E.",Georgia,1
"Edmondson, John",Georgia,20
"Elgar, Edward",Georgia,7
"Ellerby, Martin",Georgia,1
"Erb, Donald",Georgia,2
"Erickson, Frank",Georgia,33
"Ewazen, Eric",Georgia,2
"Fagan, Gary",Georgia,3
"Fannin, John",Georgia,3
"Farmer, George",Georgia,3
"Farnon, Robert",Georgia,1
"Fauchet, Paul",Georgia,1
"Faure, Gabriel",Georgia,2
"Feld, Jindřich",Georgia,1
"Feldstein, Sandy",Georgia,6
"Fillmore, Henry",Georgia,2
"Finlayson, Walter",Georgia,1
"Finney, Ross Lee",Georgia,1
"Flotow, F.",Georgia,1
"Forbes, G.",Georgia,1
"Ford, Ralph",Georgia,5
"Forrest, Dan",Georgia,1
"Forsblad, Leland",Georgia,12
"Forte, A.R.",Georgia,1
"Foster, Robert E.",Georgia,6
"Fox, Andrew C.",Georgia,1
"Frackenpohl, Arthur",Georgia,2
"Fraley, Ryan",Georgia,3
"Franck, Cesar",Georgia,6
"Frank, M.",Georgia,1
"Fraser, Bruce",Georgia,2
"Frescobaldi, Girolamo",Georgia,2
Freund. Don,Georgia,1
"Friedemann, Carl",Georgia,2
"Fry, Tommy J.",Georgia,1
"Fučik, Julius",Georgia,1
"Fux, J.J.",Georgia,1
"Gabrieli, Giovanni",Georgia,2
"Galante, Rossano",Georgia,5
"Gandolfi, Michael",Georgia,1
"Gazlay, Gary",Georgia,1
"George, Ryan",Georgia,1
"George, Tom Ritter",Georgia,2
"Gershwin, George",Georgia,1
"Gesualdo, C.",Georgia,1
"Giannini, Vittorino",Georgia,4
"Gilbert, Jay",Georgia,1
"Gillingham, David",Georgia,12
"Gillis, Don",Georgia,3
"Gilroy, Gary P.",Georgia,2
"Ginastera, Alberto",Georgia,1
"Giordano, Umberto",Georgia,1
"Giovannini, Caesar",Georgia,4
"Giroux, Julie",Georgia,14
"Glazer, S.",Georgia,2
"Gliere, Rienhold",Georgia,3
"Glinka, Mikhail",Georgia,3
"Gluck, Christoph",Georgia,1
"Golemo, Michael",Georgia,1
"Gomez, Antonio Carlos",Georgia,2
"Goodman, S.K.",Georgia,1
"Gorb, Adam",Georgia,2
"Gordon, Philip",Georgia,10
"Gorham, David",Georgia,15
"Gossec, Francois-Joseph",Georgia,3
"Goto, Yo",Georgia,1
"Gould, Morton",Georgia,7
"Gounod, Charles",Georgia,4
"Graham, Peter",Georgia,2
"Grainger, Percy",Georgia,32
"Grant, Tyler S.",Georgia,3
"Grantham, Donald",Georgia,5
"Gregson, Edward",Georgia,2
"Grice, Rob",Georgia,5
"Grieg, Edvard",Georgia,6
"Grundman, Clare",Georgia,21
"Hagen, Daron",Georgia,1
"Handel, George Frideric",Georgia,24
"Hannickel, Mike",Georgia,2
"Hanson, Howard",Georgia,9
"Hanson, Shelley",Georgia,1
"Harris, Ken",Georgia,1
"Hart, Paul",Georgia,3
"Hartley, Walter",Georgia,3
"Haydn, Franz Joseph",Georgia,7
"Hazo, Samuel",Georgia,17
"Hearshen, Ira",Georgia,6
"Heins, John",Georgia,1
"Heisinger, Brent",Georgia,1
"Hellmesberger, Joseph",Georgia,2
"Hennagin, Michael",Georgia,2
"Hermann, Ralph",Georgia,3
"Hérold, Ferdinand",Georgia,1
"Hesketh, Kenneth",Georgia,1
"Higdon, Jennifer",Georgia,1
"Higgins, John",Georgia,3
"Hill, Donald",Georgia,1
"Hill, William",Georgia,2
"Hilliard, Quincy",Georgia,17
"Hillis, G.",Georgia,1
"Himes, William",Georgia,8
"Hindemith, Paul",Georgia,4
"Hodges, Steve",Georgia,4
"Hogg, Brian",Georgia,1
"Hokoyama, Wataru",Georgia,1
"Holmes, Paul",Georgia,1
"Holsinger, David",Georgia,24
"Holst, Gustav",Georgia,19
"Hosay, James L.",Georgia,7
"Hoshina, Hiroshi",Georgia,1
"Hovhaness, Alan",Georgia,2
"Hubbell, F.",Georgia,1
"Huckeby, Ed",Georgia,11
"Hull, Grant",Georgia,3
"Hultgren, Ralph",Georgia,1
"Humperdinck, Englebert",Georgia,2
"Husa, Karel",Georgia,8
"Hutcheson, Jere",Georgia,1
"Hutchinson, Warner",Georgia,2
"Hylkilä, Ilari",Georgia,1
"Iannaccone, Anthony",Georgia,2
"Ito, Yasuhide",Georgia,3
"Ives, Charles",Georgia,7
"Jacob, Gordon",Georgia,9
"Jadin, L.",Georgia,2
"Jager, Robert",Georgia,20
"Jenkins, Darren",Georgia,1
"Jenkins, Joseph Willcox",Georgia,3
"Jennings, Paul",Georgia,3
"Jewell, Fred",Georgia,1
"Johnston, D.O.",Georgia,1
"Jones, Douglas",Georgia,1
"Jordan, Jeff",Georgia,1
"Jutras, Andre",Georgia,1
"Kabalevsky, Dmitri",Georgia,6
"Kalinnikov, Vasily",Georgia,1
"Kallman, Daniel",Georgia,1
"Karrick, Brant",Georgia,2
"Keen, Marta",Georgia,1
"Khatchaturian, Amram",Georgia,1
"Kidd, B.",Georgia,1
"Kiefer, Ed",Georgia,2
"King, Karl L.",Georgia,1
"Kinyon, John",Georgia,17
"Kirby, Rick",Georgia,1
"Knox, Thomas",Georgia,3
"Kocher, Conrad",Georgia,1
"Kopetz, Barry E.",Georgia,9
"Kozhevnikov, Boris",Georgia,1
"Kreines, Joseph",Georgia,3
"Kroeger, K.",Georgia,1
"Kroll, F.S.",Georgia,1
"La Bounty, A.",Georgia,1
"Lafferty, Laurie",Georgia,1
"LaGassey, Homer",Georgia,1
"Lalo, Eduard",Georgia,2
"LaPlante, Pierre",Georgia,12
"Latham, William",Georgia,2
"Lauridsen, Morten",Georgia,2
"Leckrone, Mike",Georgia,5
"Lecoq, C.",Georgia,1
"Lehár, Franz",Georgia,1
"Lewis, Brian",Georgia,1
"Lindroth, Scott",Georgia,1
"Liszt, Franz",Georgia,3
"Lo Presti, Ronald",Georgia,2
"Locklear, Bill",Georgia,2
"Long, D.J.",Georgia,1
"Longfield, Robert",Georgia,3
"Lopez, Victor",Georgia,1
"Luigini, Alexandre",Georgia,1
"Luke, Ray",Georgia,1
"Mackey, John",Georgia,9
"Mahler, Gustav",Georgia,3
"Mahoney, Shafer",Georgia,1
"Mahr, Timothy",Georgia,4
"Maillart, Louis",Georgia,1
"Mailman, Martin",Georgia,1
"Makris, Andreas",Georgia,1
"Margolis, Bob",Georgia,5
"Markowski, Michael",Georgia,4
"Mascagni, Pietro",Georgia,2
"Maslanka, David",Georgia,6
"Massenet, Jules",Georgia,2
"Matsuura, Kinya",Georgia,1
"McAllister, Scott",Georgia,1
"McBeth, W. Francis",Georgia,17
"McCarthy, D.",Georgia,1
"McGinty, Anne",Georgia,43
"McKay, Neil",Georgia,2
"McKinney, Frank",Georgia,3
"Menard, Tanner",Georgia,1
"Mendelssohn, Felix",Georgia,4
"Mennin, Peter",Georgia,1
"Menotti, Gian Carlo",Georgia,2
"Meyer, Richard",Georgia,1
"Milburn, Dwayne S.",Georgia,2
"Milford, Gene",Georgia,2
"Milhaud, Darius",Georgia,1
"Mitchell, Rex",Georgia,2
"Morales, Erik",Georgia,6
"Morrissey, John J.",Georgia,1
"Moss, John",Georgia,2
"Mozart, Wolfgang Amadeus",Georgia,11
"Muffat, G.",Georgia,1
"Musella, Gabriel",Georgia,1
"Mussorgsky, Modest",Georgia,6
"Nagao, Jun",Georgia,1
"Nelhybel, Vaclav",Georgia,8
"Nelson, Ron",Georgia,8
"Newman, Jonathan",Georgia,2
"Newsome, J.D.",Georgia,1
"Nicolai, Otto",Georgia,1
"Nishimura, Cait",Georgia,1
"Nishimura, Yukiko",Georgia,2
"Nixon, Roger",Georgia,5
"Nystedt, K.",Georgia,1
"O'Connor, Thomas",Georgia,1
"O'Laughlin, Sean",Georgia,9
"O'Neil, Stuart",Georgia,1
"O'Reilly, John",Georgia,18
"Oare, Michael",Georgia,1
"Offenbach, Jacques",Georgia,3
"Ogren, J.J.",Georgia,1
"Orff, Carl",Georgia,1
"Osmon, Leroy",Georgia,3
"Osterling, Eric",Georgia,6
"Owens, William",Georgia,12
"Pachelbel, Johann",Georgia,1
"Padilla, José",Georgia,1
"Palestrina, Giovanni",Georgia,1
"Palmer, R.",Georgia,1
"Paulson, J.",Georgia,1
"Paulus, Steven",Georgia,1
"Pearson, Bruce",Georgia,1
"Perrine, Aaron",Georgia,4
"Persichetti, Vincent",Georgia,10
"Phillips-Rogers, Linda",Georgia,1
"Phillips, Todd",Georgia,2
"Pierne, Gabriel",Georgia,2
"Pilsner, Chris",Georgia,2
"Piston, Walter",Georgia,2
"Pitts, William",Georgia,1
"Ployhar, James",Georgia,9
"Poor, Andrew F.",Georgia,3
"Press, Jacques",Georgia,1
"Preuninger, Bruce",Georgia,1
"Prokofiev, Sergey",Georgia,1
"Puccini, Giacomo",Georgia,7
"Puckett, Joel",Georgia,1
"Purcell, Henry",Georgia,2
"Quinn, J.",Georgia,1
"Ravel, Maurice",Georgia,3
"Reed, Alfred",Georgia,23
"Reed, H. Owen",Georgia,1
"Reineke, Steven",Georgia,6
"Respighi, Ottorino",Georgia,3
"Revueltas, Silvestre",Georgia,1
"Reznicek, E.",Georgia,1
"Richens, J.",Georgia,1
"Ricketts, T.",Georgia,1
"Riegger, Wallingford",Georgia,1
"Rimsky-Korsakov, Nikolay",Georgia,9
"Rogers, Mekel",Georgia,1
"Root, Thomas",Georgia,1
"Rossini, Gioachino",Georgia,11
"Rumbelow, Robert",Georgia,1
"Russell, A.",Georgia,1
"Safranek, Victor",Georgia,1
"Saint-Saëns, Camille",Georgia,7
"Salfelder, Kathryn",Georgia,1
"Saucedo, Richard",Georgia,24
"Schaffer, D.",Georgia,1
"Schmitt, Florent",Georgia,1
"Schoenberg, Arnold",Georgia,1
"Schubert, Franz",Georgia,3
"Schubert, M.",Georgia,1
"Schuman, William",Georgia,4
"Schumann, Robert",Georgia,1
