Orch,Comp,Weight,Comp.Gen
Memphis Symphony Orchestra,"Haydn, Franz Joseph",1,1
Memphis Symphony Orchestra,"Hummel, Johann Nepomuk",1,1
Memphis Symphony Orchestra,"Jenkins, Karl",1,1
Memphis Symphony Orchestra,"Johnson, Craig Hella",1,1
Memphis Symphony Orchestra,"Mahler, Gustav",1,1
Memphis Symphony Orchestra,"Markowski, Michael",1,1
Memphis Symphony Orchestra,"Mason, Quinn",1,3
Memphis Symphony Orchestra,"Mendelssohn, Felix",1,1
Memphis Symphony Orchestra,"Mozart, Wolfgang Amadeus",1,1
Memphis Symphony Orchestra,"Prokofiev, Sergey",1,1
Memphis Symphony Orchestra,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
Memphis Symphony Orchestra,"Saint-Saëns, Camille",1,1
Memphis Symphony Orchestra,"Schoenberg, Arnold",1,1
Memphis Symphony Orchestra,"Schubert, Franz",1,1
Memphis Symphony Orchestra,"Sibelius, Jean",1,1
Memphis Symphony Orchestra,"Sowande, Fela",1,3
Memphis Symphony Orchestra,"Tchaikovsky, Peter Ilich",2,1
Memphis Symphony Orchestra,"Vaughan Williams, Ralph",1,1
Memphis Symphony Orchestra,"Villa-Lobos, Heitor",1,3
Memphis Symphony Orchestra,"Wagner, Richard",1,1
Midland-Odessa,"Etezady, Roshanne",1,2
Midland-Odessa,"Gershwin, George",1,1
Midland-Odessa,"Holst, Gustav",1,1
Midland-Odessa,"Montgomery, Jessie",1,4
Midland-Odessa,"Mozart, Wolfgang Amadeus",1,1
Midland-Odessa,"Mussorgsky, Modest",1,1
Midland-Odessa,"Price, Florence",1,4
Midland-Odessa,"Schubert, Franz",1,1
Midland-Odessa,"Tchaikovsky, Peter Ilich",1,1
Midland-Odessa,"Williams, John",1,1
Milwaukee Symphony Orchestra,"Adams, John",2,1
Milwaukee Symphony Orchestra,"Barber, Samuel",1,1
Milwaukee Symphony Orchestra,"Beethoven, Ludwig van",3,1
Milwaukee Symphony Orchestra,"Bolcolm, William",1,1
Milwaukee Symphony Orchestra,"Brahms, Johannes",2,1
Milwaukee Symphony Orchestra,"Britten, Benjamin",1,1
Milwaukee Symphony Orchestra,"Bruch, Max",1,1
Milwaukee Symphony Orchestra,"Bruckner, Anton",1,1
Milwaukee Symphony Orchestra,"Canteloube, Joseph",1,1
Milwaukee Symphony Orchestra,"Chabrier, Emmanuel",1,1
Milwaukee Symphony Orchestra,"Delius, Frederick",1,1
Milwaukee Symphony Orchestra,"Duruflé, Maurice",1,1
Milwaukee Symphony Orchestra,"Dvořák, Antonín",1,1
Milwaukee Symphony Orchestra,"Elgar, Edward",1,1
Milwaukee Symphony Orchestra,"Ellington, Duke",1,3
Milwaukee Symphony Orchestra,"Falla, Manuel de",1,1
Milwaukee Symphony Orchestra,"Frank, Gabriela Lena",1,4
Milwaukee Symphony Orchestra,"Gershwin, George",2,1
Milwaukee Symphony Orchestra,"Grieg, Edvard",2,1
Milwaukee Symphony Orchestra,"Hanson, Howard",1,1
Milwaukee Symphony Orchestra,"Haydn, Franz Joseph",1,1
Milwaukee Symphony Orchestra,"Hindemith, Paul",1,1
Milwaukee Symphony Orchestra,"Humperdinck, Engelbert",1,1
Milwaukee Symphony Orchestra,"Ibert, Jacques",1,1
Milwaukee Symphony Orchestra,"Ives, Charles",1,1
Milwaukee Symphony Orchestra,"Korngold, Erich",1,1
Milwaukee Symphony Orchestra,"Lalo, Édouard",1,1
Milwaukee Symphony Orchestra,"Mendelssohn, Felix",1,1
Milwaukee Symphony Orchestra,"Mochizuki, Misato",1,4
Milwaukee Symphony Orchestra,"Montgomery, Jessie",1,4
Milwaukee Symphony Orchestra,"Mozart, Wolfgang Amadeus",2,1
Milwaukee Symphony Orchestra,"Nathan, Eric",1,1
Milwaukee Symphony Orchestra,"Perkinson, Coleridge-Taylor",1,3
Milwaukee Symphony Orchestra,"Price, Florence",1,4
Milwaukee Symphony Orchestra,"Prokofiev, Sergey",1,1
Milwaukee Symphony Orchestra,"Rachmaninoff, Sergei",1,1
Milwaukee Symphony Orchestra,"Ravel, Maurice",1,1
Milwaukee Symphony Orchestra,"Respighi, Ottorino",1,1
Milwaukee Symphony Orchestra,"Rota, Nino",1,1
Milwaukee Symphony Orchestra,"Schoenberg, Arnold",1,1
Milwaukee Symphony Orchestra,"Schreker, Franz",1,1
Milwaukee Symphony Orchestra,"Schulhoff, Erwin",1,1
Milwaukee Symphony Orchestra,"Schumann, Robert",1,1
Milwaukee Symphony Orchestra,"Shostakovich, Dmitri",2,1
Milwaukee Symphony Orchestra,"Sibelius, Jean",1,1
Milwaukee Symphony Orchestra,"Snider, Sarah Kirkland",1,2
Milwaukee Symphony Orchestra,"Still, William Grant",1,3
Milwaukee Symphony Orchestra,"Strauss, Richard",1,1
Milwaukee Symphony Orchestra,"Stravinsky, Igor",1,1
Milwaukee Symphony Orchestra,"Takemitsu, Toru",1,3
Milwaukee Symphony Orchestra,"Thorvaldsdottir, Anna",1,2
Milwaukee Symphony Orchestra,"Wagner, Richard",1,1
Milwaukee Symphony Orchestra,"Wennäkoski, Lotta",1,2
Milwaukee Symphony Orchestra,"Wilson, James",1,1
Minnesota Orchestra,"Adams, John",1,1
Minnesota Orchestra,"Aho, Kalevi",1,1
Minnesota Orchestra,"Barber, Samuel",1,1
Minnesota Orchestra,"Beethoven, Ludwig van",3,1
Minnesota Orchestra,"Berlioz, Hector",1,1
Minnesota Orchestra,"Brahms, Johannes",2,1
Minnesota Orchestra,"Bruch, Max",1,1
Minnesota Orchestra,"Chin, Unsuk",2,4
Minnesota Orchestra,"Coleridge-Taylor, Samuel",1,3
Minnesota Orchestra,"Dvořák, Antonín",1,1
Minnesota Orchestra,"Fung, Vivian",1,4
Minnesota Orchestra,"Hillborg, Anders",1,1
Minnesota Orchestra,"Humperdinck, Engelbert",1,1
Minnesota Orchestra,"Kay, Ulysses",1,3
Minnesota Orchestra,"Kuusisto, Jaakko",1,1
Minnesota Orchestra,"Liszt, Franz",1,1
Minnesota Orchestra,"Mahler, Gustav",3,1
Minnesota Orchestra,"Mendelssohn, Felix",2,1
Minnesota Orchestra,"Montgomery, Jessie",1,4
Minnesota Orchestra,"Moussa, Samy",2,3
Minnesota Orchestra,"Mozart, Wolfgang Amadeus",2,1
Minnesota Orchestra,"Nielsen, Carl",2,1
Minnesota Orchestra,"Perkinson, Coleridge-Taylor",1,3
Minnesota Orchestra,"Perry, Julia",1,4
Minnesota Orchestra,"Prokofiev, Sergey",2,1
Minnesota Orchestra,Qigang Chen,1,3
Minnesota Orchestra,"Rachmaninoff, Sergei",1,1
Minnesota Orchestra,"Ravel, Maurice",3,1
Minnesota Orchestra,"Saariaho, Kaija",1,2
Minnesota Orchestra,"Shin, Donghoon",1,3
Minnesota Orchestra,"Shostakovich, Dmitri",2,1
Minnesota Orchestra,"Sibelius, Jean",13,1
Minnesota Orchestra,"Strauss, Richard",3,1
Minnesota Orchestra,"Stravinsky, Igor",1,1
Minnesota Orchestra,"Szymanowski, Karol",1,1
Minnesota Orchestra,"Tchaikovsky, Peter Ilich",5,1
Minnesota Orchestra,"Thompson, Joel",1,3
Minnesota Orchestra,"Walker, George",1,3
Mississippi,"Beck, Crafton",1,1
Mississippi,"Beethoven, Ludwig van",1,1
Mississippi,"Bernstein, Leonard",1,1
Mississippi,"Brahms, Johannes",1,1
Mississippi,"Bruch, Max",1,1
Mississippi,"Copland, Aaron",1,1
Mississippi,"Debussy, Claude",2,1
Mississippi,"Gershwin, George",1,1
Mississippi,"Liszt, Franz",1,1
Mississippi,"Mendelssohn, Felix",2,1
Mississippi,"Montgomery, Jessie",1,4
Mississippi,"Mozart, Wolfgang Amadeus",1,1
Mississippi,"Price, Florence",1,4
Mississippi,"Ravel, Maurice",1,1
Mississippi,"Rossini, Gioachino",1,1
Mississippi,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
Mississippi,"Shostakovich, Dmitri",1,1
Mississippi,"Verdi, Giuseppe",1,1
Mobile Symphony Orchestra,"Bartók, Béla",1,1
Mobile Symphony Orchestra,"Beethoven, Ludwig van",2,1
Mobile Symphony Orchestra,"Garcia, José Maurício Nunes",1,3
Mobile Symphony Orchestra,"Grieg, Edvard",1,1
Mobile Symphony Orchestra,"Hailstork, Adolphus",1,3
Mobile Symphony Orchestra,"Haydn, Franz Joseph",1,1
Mobile Symphony Orchestra,"Higdon, Jennifer",1,2
Mobile Symphony Orchestra,"Mendelssohn, Felix",2,1
Mobile Symphony Orchestra,"Montgomery, Jessie",1,4
Mobile Symphony Orchestra,"Mozart, Wolfgang Amadeus",2,1
Mobile Symphony Orchestra,"Rossini, Gioachino",1,1
Mobile Symphony Orchestra,"Saint-Saëns, Camille",1,1
Mobile Symphony Orchestra,"Tchaikovsky, Peter Ilich",2,1
Mobile Symphony Orchestra,"Ward, Samuel Augustus (arr. Dragon, Carmen)",1,1
Mobile Symphony Orchestra,"Williams, John",1,1
Modesto Symphony Orchestra,"Beethoven, Ludwig van",2,1
Modesto Symphony Orchestra,"Brahms, Johannes",1,1
Modesto Symphony Orchestra,"Golijov, Osvaldo",1,3
Modesto Symphony Orchestra,"Korngold, Erich",1,1
Modesto Symphony Orchestra,"Márquez, Arturo",1,3
Modesto Symphony Orchestra,"Prokofiev, Sergey",1,1
Modesto Symphony Orchestra,"Shostakovich, Dmitri",1,1
Modesto Symphony Orchestra,"Tchaikovsky, Peter Ilich",1,1
Modesto Symphony Orchestra,"Ticheli, Frank",1,1
Modesto Symphony Orchestra,"Wijeratne, Dinuk",1,3
Modesto Symphony Orchestra,"Yoshimatsu, Takashi",1,3
Monterey Symphony,"Barber, Samuel",1,1
Monterey Symphony,"Beethoven, Ludwig van",1,1
Monterey Symphony,"Brahms, Johannes",1,1
Monterey Symphony,"Copland, Aaron",1,1
Monterey Symphony,"Debussy, Claude",1,1
Monterey Symphony,"Lutosławski, Witold",1,1
Monterey Symphony,"Mendelssohn, Felix",1,1
Monterey Symphony,"Rachmaninoff, Sergei",1,1
Monterey Symphony,"Schumann, Robert",1,1
Monterey Symphony,"Shostakovich, Dmitri",1,1
Monterey Symphony,"Sibelius, Jean",1,1
Monterey Symphony,"Tchaikovsky, Peter Ilich",1,1
Monterey Symphony,"Wineglass, John",1,3
Naples Philharmonic,"Adams, John",1,1
Naples Philharmonic,"Beethoven, Ludwig van",2,1
Naples Philharmonic,"Bernstein, Leonard",1,1
Naples Philharmonic,"Bowers, Kris",1,3
Naples Philharmonic,"Brahms, Johannes",1,1
Naples Philharmonic,"Britten, Benjamin",1,1
Naples Philharmonic,"Bruch, Max",1,1
Naples Philharmonic,"Coleridge-Taylor, Samuel",1,3
Naples Philharmonic,"Frank, Gabriela Lena",1,4
Naples Philharmonic,"Glazunov, Alexander",1,1
Naples Philharmonic,"Górecki, Henryk",1,1
Naples Philharmonic,"Izcaray, Carlos",1,3
Naples Philharmonic,"Karłowicz, Mieczysław",1,1
Naples Philharmonic,"Krauze, Zygmunt",1,1
Naples Philharmonic,"Montgomery, Jessie",1,4
Naples Philharmonic,"Pärt, Arvo",1,1
Naples Philharmonic,"Prokofiev, Sergey",2,1
Naples Philharmonic,"Rachmaninoff, Sergei",1,1
Naples Philharmonic,"Ravel, Maurice",1,1
Naples Philharmonic,"Schumann, Robert",2,1
Naples Philharmonic,"Shostakovich, Dmitri",1,1
Naples Philharmonic,"Sibelius, Jean",2,1
Naples Philharmonic,"Tchaikovsky, Peter Ilich",1,1
Naples Philharmonic,"Villa-Lobos, Heitor",1,3
Naples Philharmonic,"Wagner, Richard",1,1
Naples Philharmonic,"Zigman, Aaron",1,1
Nashville Symphony,"Adams, John",1,1
Nashville Symphony,"Barber, Samuel",1,1
Nashville Symphony,"Beethoven, Ludwig van",2,1
Nashville Symphony,"Borne, François (Arr. Najfar)",1,1
Nashville Symphony,"Brahms, Johannes",1,1
Nashville Symphony,"Coleridge-Taylor, Samuel",1,3
Nashville Symphony,"Copland, Aaron",2,1
Nashville Symphony,"Debussy, Claude",1,1
Nashville Symphony,"Dvořák, Antonín",3,1
Nashville Symphony,"Farrell, Christopher",1,1
Nashville Symphony,"Grieg, Edvard",1,1
Nashville Symphony,"Handel, George Frideric",1,1
Nashville Symphony,"Herbert, Philip",1,3
Nashville Symphony,"Higdon, Jennifer",1,2
Nashville Symphony,"Holst, Gustav",1,1
Nashville Symphony,"Larsson, Lars-Erik",1,1
Nashville Symphony,"Mendelssohn, Felix",1,1
Nashville Symphony,"Montgomery, Jessie",1,4
Nashville Symphony,"Mozart, Wolfgang Amadeus",2,1
Nashville Symphony,"Mussorgsky, Modest",1,1
Nashville Symphony,"Nabors, Brian Raphael",1,3
Nashville Symphony,"Piazzolla, Astor",1,3
Nashville Symphony,"Poulenc, Francis",1,1
Nashville Symphony,"Price, Florence",1,4
Nashville Symphony,"Ravel, Maurice",1,1
Nashville Symphony,"Schubert, Franz",1,1
Nashville Symphony,"Shostakovich, Dmitri",1,1
Nashville Symphony,"Sibelius, Jean",2,1
Nashville Symphony,"Strauss, Richard",1,1
Nashville Symphony,"Stravinsky, Igor",2,1
Nashville Symphony,"Suppé, Franz von",1,1
Nashville Symphony,"Tchaikovsky, Peter Ilich",2,1
Nashville Symphony,"Thomas, Augusta Read",1,2
Nashville Symphony,"Tower, Joan",1,2
Nashville Symphony,"Warnaar, Brad",1,1
Nashville Symphony,"Winger, Kip",1,1
National Symphony Orchestra,"Bach, J.S.",3,1
National Symphony Orchestra,"Bates, Mason",1,1
National Symphony Orchestra,"Beethoven, Ludwig van",9,1
National Symphony Orchestra,"Bizet, Georges",2,1
National Symphony Orchestra,"Borodin, Alexander",2,1
National Symphony Orchestra,"Boyer, Peter",1,1
National Symphony Orchestra,"Brahms, Johannes",3,1
National Symphony Orchestra,"Britten, Benjamin",1,1
National Symphony Orchestra,"Copland, Aaron",1,1
National Symphony Orchestra,"Debussy, Claude",1,1
National Symphony Orchestra,"Dessner, Bryce",1,1
National Symphony Orchestra,"Dvořák, Antonín",1,1
National Symphony Orchestra,"Farrenc, Louise",1,2
National Symphony Orchestra,"Ginastera, Alberto",1,3
National Symphony Orchestra,"Glass, Philip",1,1
National Symphony Orchestra,"Glazunov, Alexander",1,1
National Symphony Orchestra,"Handel, George Frideric",1,1
National Symphony Orchestra,"Hanson, Howard",1,1
National Symphony Orchestra,"Haydn, Franz Joseph",2,1
National Symphony Orchestra,"Mahler, Gustav",2,1
National Symphony Orchestra,"Mazzoli, Missy",1,2
National Symphony Orchestra,"Mendelssohn, Felix",1,1
National Symphony Orchestra,"Mozart, Wolfgang Amadeus",7,1
National Symphony Orchestra,"Negrón, Angelica",1,4
National Symphony Orchestra,"Pärt, Arvo",1,1
National Symphony Orchestra,"Price, Florence",1,4
National Symphony Orchestra,"Prokofiev, Sergey",1,1
National Symphony Orchestra,"Ravel, Maurice",4,1
National Symphony Orchestra,"Rimsky-Korsakov, Nikolay",1,1
National Symphony Orchestra,"Rota, Nino",1,1
National Symphony Orchestra,"Ruggles, Carl",1,1
National Symphony Orchestra,"Salonen, Esa-Pekka",1,1
National Symphony Orchestra,"Schubert, Franz",2,1
National Symphony Orchestra,"Schumann, Robert",1,1
National Symphony Orchestra,"Shostakovich, Dmitri",2,1
National Symphony Orchestra,"Sibelius, Jean",1,1
National Symphony Orchestra,"Simon, Carlos",1,3
National Symphony Orchestra,"Still, William Grant",1,3
National Symphony Orchestra,"Tchaikovsky, Peter Ilich",3,1
National Symphony Orchestra,"Telemann, Georg Philipp",1,1
National Symphony Orchestra,"Tilson Thomas, Michael",1,1
National Symphony Orchestra,"Tower, Joan",1,2
National Symphony Orchestra,"Tüür, Erkki-Sven",1,1
National Symphony Orchestra,"Vaughan Williams, Ralph",1,1
National Symphony Orchestra,"Villa-Lobos, Heitor",1,3
National Symphony Orchestra,"Walker, George",2,3
New Haven Symphony Orchestra,"Beethoven, Ludwig van",1,1
New Haven Symphony Orchestra,"Brahms, Johannes",1,1
New Haven Symphony Orchestra,"Coleman, Valerie",1,4
New Haven Symphony Orchestra,"Mendelssohn, Felix",1,1
New Haven Symphony Orchestra,"Price, Florence",1,4
New Haven Symphony Orchestra,"Stravinsky, Igor",1,1
New Haven Symphony Orchestra,"Tower, Joan",1,2
New Jersey Symphony Orchestra,"Abels, Michael",1,3
New Jersey Symphony Orchestra,"Adès, Thomas",1,1
New Jersey Symphony Orchestra,"Bates, Mason",1,1
New Jersey Symphony Orchestra,"Beethoven, Ludwig van",8,1
New Jersey Symphony Orchestra,"Brahms, Johannes",1,1
New Jersey Symphony Orchestra,"Coleridge-Taylor, Samuel",1,3
New Jersey Symphony Orchestra,"Copland, Aaron",1,1
New Jersey Symphony Orchestra,"Dvořák, Antonín",2,1
New Jersey Symphony Orchestra,"Farrenc, Louise",1,2
New Jersey Symphony Orchestra,"Gershwin, George",1,1
New Jersey Symphony Orchestra,"Grieg, Edvard",1,1
New Jersey Symphony Orchestra,JP Jofre,1,3
New Jersey Symphony Orchestra,"Marsalis, Wynton",1,3
New Jersey Symphony Orchestra,"Mendelssohn, Felix",1,1
New Jersey Symphony Orchestra,"Montgomery, Jessie",1,4
New Jersey Symphony Orchestra,"Moussa, Samy",1,3
New Jersey Symphony Orchestra,"Mozart, Wolfgang Amadeus",3,1
New Jersey Symphony Orchestra,"Ngwenyama, Nokuthula",1,4
New Jersey Symphony Orchestra,"Nielsen, Carl",1,1
New Jersey Symphony Orchestra,"Ravel, Maurice",2,1
New Jersey Symphony Orchestra,"Rossini, Gioachino",2,1
New Jersey Symphony Orchestra,"Roumain, Daniel Bernard",2,3
New Jersey Symphony Orchestra,"Rouse, Christopher",1,1
New Jersey Symphony Orchestra,"Saint-Georges, Joseph Bologne, chevalier de,",2,3
New Jersey Symphony Orchestra,"Saint-Saëns, Camille",2,1
New Jersey Symphony Orchestra,"Shostakovich, Dmitri",1,1
New Jersey Symphony Orchestra,"Smetana, Bedřich",1,1
New Jersey Symphony Orchestra,"Stravinsky, Igor",1,1
New Jersey Symphony Orchestra,"Tao, Conrad",1,3
New Jersey Symphony Orchestra,"Tchaikovsky, Peter Ilich",5,1
New Jersey Symphony Orchestra,"Tower, Joan",1,2
New Jersey Symphony Orchestra,Various,1,999
New Jersey Symphony Orchestra,"Vivaldi, Antonio",1,1
New York Philharmonic,"Adams, John",2,1
New York Philharmonic,Bach/Webern,1,1
New York Philharmonic,"Barber, Samuel",1,1
New York Philharmonic,"Bartók, Béla",1,1
New York Philharmonic,"Beethoven, Ludwig van",8,1
New York Philharmonic,"Berg, Alban",1,1
New York Philharmonic,"Berlioz, Hector",1,1
New York Philharmonic,"Boulanger, Lili",1,2
New York Philharmonic,"Brahms, Johannes",3,1
New York Philharmonic,"Bruch, Max",1,1
New York Philharmonic,Chen Yi,1,4
New York Philharmonic,"Clyne, Anna",1,2
New York Philharmonic,"Copland, Aaron",1,1
New York Philharmonic,"Crawford Seeger, Ruth",1,2
New York Philharmonic,"Davis, Anthony",1,3
New York Philharmonic,"Debussy, Claude",1,1
New York Philharmonic,"Dvořák, Antonín",3,1
New York Philharmonic,"Eastman, Julius",1,3
New York Philharmonic,"Hailstork, Adolphus",1,3
New York Philharmonic,"Haydn, Franz Joseph",1,1
New York Philharmonic,"Kendall, Hannah",1,4
New York Philharmonic,"Kodály, Zoltán",1,1
New York Philharmonic,"Liszt, Franz",1,1
New York Philharmonic,"Mahler, Gustav",1,1
New York Philharmonic,"Martinaitytė, Žibuoklė",1,2
New York Philharmonic,"Mazzoli, Missy",1,2
New York Philharmonic,"Mendelssohn, Felix",1,1
New York Philharmonic,"Mozart, Wolfgang Amadeus",2,1
New York Philharmonic,"Muhly, Nico",1,1
New York Philharmonic,"Nielsen, Carl",1,1
New York Philharmonic,"Ortiz, Gabriela",1,4
New York Philharmonic,"Perry, Julia",1,4
New York Philharmonic,"Prokofiev, Sergey",1,1
New York Philharmonic,Qigang Chen,1,3
New York Philharmonic,"Rachmaninoff, Sergei",2,1
New York Philharmonic,"Rimsky-Korsakov, Nikolay",1,1
New York Philharmonic,"Schubert, Franz",1,1
New York Philharmonic,"Schulhoff, Erwin",1,1
New York Philharmonic,"Schumann, Clara",1,2
New York Philharmonic,"Schumann, Robert",5,1
New York Philharmonic,"Shekhar, Nina",1,4
New York Philharmonic,"Shostakovich, Dmitri",3,1
New York Philharmonic,"Sibelius, Jean",1,1
New York Philharmonic,"Snider, Sarah Kirkland",1,2
New York Philharmonic,"Spears, Gregory",1,1
New York Philharmonic,"Strauss, Richard",1,1
New York Philharmonic,"Stravinsky, Igor",1,1
New York Philharmonic,"Tchaikovsky, Peter Ilich",3,1
New York Philharmonic,"Thompson, Joel",1,3
New York Philharmonic,"Tower, Joan",2,2
New York Philharmonic,"Wagner, Richard",1,1
New York Philharmonic,"Walker, George",1,3
North Carolina Symphony,"Bach, J.S.",1,1
North Carolina Symphony,"Beethoven, Ludwig van",2,1
North Carolina Symphony,"Berlioz, Hector",1,1
North Carolina Symphony,"Brahms, Johannes",2,1
North Carolina Symphony,"Dawson, William Levi",1,3
North Carolina Symphony,"Dvořák, Antonín",1,1
North Carolina Symphony,"Elgar, Edward",2,1
North Carolina Symphony,"Gershwin, George",1,1
North Carolina Symphony,"Haydn, Franz Joseph",1,1
North Carolina Symphony,"Higdon, Jennifer",1,2
North Carolina Symphony,"Kelley, Anthony",1,3
North Carolina Symphony,"Mahler, Gustav",1,1
North Carolina Symphony,"Mendelssohn, Felix",1,1
North Carolina Symphony,"Montgomery, Jessie",1,4
North Carolina Symphony,"Mozart, Wolfgang Amadeus",3,1
North Carolina Symphony,"Musgrave, Theo",1,1
North Carolina Symphony,"Pärt, Arvo",1,1
North Carolina Symphony,"Prokofiev, Sergey",1,1
North Carolina Symphony,"Rachmaninoff, Sergei",2,1
North Carolina Symphony,"Rimsky-Korsakov, Nikolay",1,1
North Carolina Symphony,"Schumann, Robert",1,1
North Carolina Symphony,"Shaw, Caroline",1,2
North Carolina Symphony,"Sibelius, Jean",1,1
North Carolina Symphony,"Still, William Grant",1,3
North Carolina Symphony,"Stravinsky, Igor",2,1
North Carolina Symphony,"Tchaikovsky, Peter Ilich",2,1
North Carolina Symphony,"Villa-Lobos, Heitor",1,3
North Carolina Symphony,"Williams, Mary Lou",1,4
Oakland East Bay Symphony Orchestra,"Beach, Amy",1,2
Oakland East Bay Symphony Orchestra,"Beethoven, Ludwig van",1,1
Oakland East Bay Symphony Orchestra,"Brahms, Johannes",1,1
Oakland East Bay Symphony Orchestra,"Coleridge-Taylor, Samuel",1,3
Oakland East Bay Symphony Orchestra,"Debussy, Claude",1,1
Oakland East Bay Symphony Orchestra,"Dvořák, Antonín",1,1
Oakland East Bay Symphony Orchestra,"Fuchs, Robert",1,1
Oakland East Bay Symphony Orchestra,"Martin, Andres",1,3
Oakland East Bay Symphony Orchestra,"Moravec, Paul",1,1
Oakland East Bay Symphony Orchestra,"Mozart, Wolfgang Amadeus",1,1
Oakland East Bay Symphony Orchestra,"Perla, Jack",1,1
Oakland East Bay Symphony Orchestra,"Price, Florence",1,4
Oakland East Bay Symphony Orchestra,"Respighi, Ottorino",1,1
Oakland East Bay Symphony Orchestra,"Rodrigo, Joaquín",1,1
Oakland East Bay Symphony Orchestra,"Verdi, Giuseppe",1,1
Oklahoma City Philharmonic Orchestra,"Beethoven, Ludwig van",1,1
Oklahoma City Philharmonic Orchestra,"Biber, Heinrich Ignaz Franz",1,1
Oklahoma City Philharmonic Orchestra,"Corigliano, John",1,1
Oklahoma City Philharmonic Orchestra,"Dvořák, Antonín",1,1
Oklahoma City Philharmonic Orchestra,"Ellington, Duke",1,3
Oklahoma City Philharmonic Orchestra,"Gabrieli, Giovanni",1,1
Oklahoma City Philharmonic Orchestra,"Haydn, Franz Joseph",1,1
Oklahoma City Philharmonic Orchestra,"Jacobsen, Colin & Aghaei, Siamak",1,1
Oklahoma City Philharmonic Orchestra,"Kilpatrick, Jack",2,1
Oklahoma City Philharmonic Orchestra,"Leshnoff, Jonathan",1,1
Oklahoma City Philharmonic Orchestra,"Mahler, Gustav",1,1
Oklahoma City Philharmonic Orchestra,"Milhaud, Darius",1,1
Oklahoma City Philharmonic Orchestra,"Mozart, Wolfgang Amadeus",1,1
Oklahoma City Philharmonic Orchestra,"Powell, Rosephanye",1,4
Oklahoma City Philharmonic Orchestra,"Rachmaninoff, Sergei",2,1
Oklahoma City Philharmonic Orchestra,"Ravel, Maurice",1,1
Oklahoma City Philharmonic Orchestra,"Revueltas, Silvestre",1,3
Oklahoma City Philharmonic Orchestra,"Rimsky-Korsakov, Nikolay",1,1
Oklahoma City Philharmonic Orchestra,"Saint-Saëns, Camille",2,1
Oklahoma City Philharmonic Orchestra,"Shostakovich, Dmitri",1,1
Oklahoma City Philharmonic Orchestra,"Tate, Jerod",1,3
Oklahoma City Philharmonic Orchestra,"Wijeratne, Dinuk",1,3
Omaha Symphony,"Adams, John",1,1
Omaha Symphony,"Beethoven, Ludwig van",1,1
Omaha Symphony,"Berlioz, Hector",2,1
Omaha Symphony,"Boulanger, Lili",1,2
Omaha Symphony,"Daugherty, Michael",1,1
Omaha Symphony,"Debussy, Claude",1,1
Omaha Symphony,"Gershwin, George",1,1
Omaha Symphony,"Higdon, Jennifer",1,2
Omaha Symphony,"Kennedy, Martin",1,1
Omaha Symphony,"Mendelssohn, Felix",1,1
Omaha Symphony,"Mozart, Wolfgang Amadeus",1,1
Omaha Symphony,"Mussorgsky, Modest",1,1
Omaha Symphony,"Rachmaninoff, Sergei",2,1
Omaha Symphony,"Ravel, Maurice",1,1
Omaha Symphony,"Respighi, Ottorino",2,1
Omaha Symphony,"Schoenberg, Adam",1,1
Omaha Symphony,"Snider, Sarah Kirkland",1,2
Omaha Symphony,"Still, William Grant",1,3
Omaha Symphony,"Tchaikovsky, Peter Ilich",2,1
Orchestra Iowa,"Beethoven, Ludwig van",3,1
Orchestra Iowa,"Berlioz, Hector",1,1
Orchestra Iowa,"Brahms, Johannes",1,1
Orchestra Iowa,"Handel, George Frideric",1,1
Orchestra Iowa,"Haydn, Franz Joseph",1,1
Orchestra Iowa,"Korngold, Erich",1,1
Orchestra Iowa,"Mozart, Wolfgang Amadeus",1,1
Orchestra Iowa,"Puts, Kevin",1,1
Orchestra Iowa,"Rachmaninoff, Sergei",1,1
Orchestra Iowa,"Stölzel, Ingrid",1,2
Orchestra Iowa,"Strauss, Richard",1,1
Orchestra Iowa,"Tailleferre, Germaine",1,2
Orchestra Iowa,"Tchaikovsky, Peter Ilich",1,1
Orchestra Iowa,"Thompson, Joel",1,3
Oregon Symphony,"Bach, J.S.",1,1
Oregon Symphony,"Beethoven, Ludwig van",3,1
Oregon Symphony,"Berg, Alban",1,1
Oregon Symphony,"Brahms, Johannes",2,1
Oregon Symphony,"Brahms, Johannes (arr. Schoënberg, Arnold)",1,1
Oregon Symphony,"Brouwer, Leo",1,3
Oregon Symphony,"Bunch, Kenji",1,3
Oregon Symphony,"Clyne, Anna",2,2
Oregon Symphony,"Dawson, William Levi",1,3
Oregon Symphony,"Debussy, Claude",1,1
Oregon Symphony,"Dukas, Paul",1,1
Oregon Symphony,"Dvořák, Antonín",2,1
Oregon Symphony,"Frank, Gabriela Lena",2,4
Oregon Symphony,"Gruber, HK",1,1
Oregon Symphony,"Handel, George Frideric",1,1
Oregon Symphony,"Haydn, Franz Joseph",1,1
Oregon Symphony,"Higdon, Jennifer",1,2
Oregon Symphony,"Holloway, Robin",1,1
Oregon Symphony,"Joachim, Nathalie",1,4
Oregon Symphony,"Kahane, Gabriel",1,1
Oregon Symphony,"Mahler, Gustav",2,1
Oregon Symphony,"Marsalis, Wynton",1,3
Oregon Symphony,"Mazzoli, Missy",1,2
Oregon Symphony,"Mozart, Wolfgang Amadeus",1,1
