Orch,Comp,Weight,Comp.Gen
Chautauqua,"Beethoven, Ludwig van",1,1
Chautauqua,"Brahms, Johannes",3,1
Chautauqua,"Coleridge-Taylor, Samuel",1,3
Chautauqua,"Debussy, Claude",1,1
Chautauqua,"Dvořák, Antonín",1,1
Chautauqua,"Farrenc, Louise",1,2
Chautauqua,"Fauré, Gabriel",1,1
Chautauqua,"Frank, Gabriela Lena",1,4
Chautauqua,"Guzzo, Anne",1,2
Chautauqua,"Kraft, William",1,1
Chautauqua,"Márquez, Arturo",1,3
Chautauqua,"Mussorgsky, Modest",1,1
Chautauqua,"Perry, Julia",1,4
Chautauqua,"Ravel, Maurice",1,1
Chautauqua,"Rimsky-Korsakov, Nikolay",1,1
Chautauqua,"Sibelius, Jean",1,1
Chautauqua,"Smith, John Stafford",1,1
Chautauqua,"Stravinsky, Igor",1,1
Chautauqua,"Vivaldi, Antonio",1,1
Chautauqua,"Walker, George",1,3
Chicago Philharmonic,"Bingham, Jonathan",1,3
Chicago Philharmonic,"Brahms, Johannes",1,1
Chicago Philharmonic,"Copland, Aaron",1,1
Chicago Philharmonic,"Dvořák, Antonín",1,1
Chicago Philharmonic,"Higdon, Jennifer",1,2
Chicago Philharmonic,"Hubbell, Nicholas",1,1
Chicago Philharmonic,"Moya, Reinaldo",1,3
Chicago Philharmonic,"Mozart, Wolfgang Amadeus",1,1
Chicago Philharmonic,"Norris, Marcus",1,3
Chicago Philharmonic,"Respighi, Ottorino",2,1
Chicago Philharmonic,"Still, William Grant",1,3
Chicago Sinfonietta,"Bostic, Kathryn",1,4
Chicago Sinfonietta,"Chopin, Frédéric",1,1
Chicago Sinfonietta,"Dawson, William Levi",1,3
Chicago Sinfonietta,"Dvořák, Antonín",1,1
Chicago Sinfonietta,He/Chen,1,3
Chicago Sinfonietta,"Isaac, Michelle",1,2
Chicago Sinfonietta,"Liszt, Franz",1,1
Chicago Sinfonietta,"Márquez, Arturo",1,3
Chicago Sinfonietta,"Mendelssohn, Felix",1,1
Chicago Sinfonietta,"Montgomery, Jessie",1,4
Chicago Sinfonietta,"Price, Florence",3,4
Chicago Sinfonietta,"Spiva Jr., Derrick",2,3
Chicago Sinfonietta,"Torke, Michael",1,1
Chicago Symphony Orchestra,"Bach, J.S.",1,1
Chicago Symphony Orchestra,"Barber, Samuel",2,1
Chicago Symphony Orchestra,"Beethoven, Ludwig van",11,1
Chicago Symphony Orchestra,"Berlioz, Hector",2,1
Chicago Symphony Orchestra,"Bottesini, Giovanni",1,1
Chicago Symphony Orchestra,"Brahms, Johannes",5,1
Chicago Symphony Orchestra,"Britten, Benjamin",1,1
Chicago Symphony Orchestra,"Bruch, Max",1,1
Chicago Symphony Orchestra,"Bruckner, Anton",2,1
Chicago Symphony Orchestra,"Buxtehude, Dieterich",1,1
Chicago Symphony Orchestra,"Coleridge-Taylor, Samuel",1,3
Chicago Symphony Orchestra,"Dessner, Bryce",1,1
Chicago Symphony Orchestra,"Dvořák, Antonín",2,1
Chicago Symphony Orchestra,"Elgar, Edward",1,1
Chicago Symphony Orchestra,"Frank, Gabriela Lena",1,4
Chicago Symphony Orchestra,"Gershwin, George",2,1
Chicago Symphony Orchestra,"Glass, Philip",1,1
Chicago Symphony Orchestra,"Grieg, Edvard",1,1
Chicago Symphony Orchestra,"Hailstork, Adolphus",1,3
Chicago Symphony Orchestra,"Handel, George Frideric",1,1
Chicago Symphony Orchestra,"Haydn, Franz Joseph",2,1
Chicago Symphony Orchestra,"Hearne, Ted",1,1
Chicago Symphony Orchestra,"Hillborg, Anders",1,1
Chicago Symphony Orchestra,"Holmes, Augusta",1,2
Chicago Symphony Orchestra,"Joachim, Nathalie",1,4
Chicago Symphony Orchestra,"Lindberg, Magnus",1,1
Chicago Symphony Orchestra,"Liszt, Franz",1,1
Chicago Symphony Orchestra,"Lyadov, Anatoly",1,1
Chicago Symphony Orchestra,"Mahler, Gustav",2,1
Chicago Symphony Orchestra,"Mazzoli, Missy",2,2
Chicago Symphony Orchestra,"Mendelssohn, Felix",1,1
Chicago Symphony Orchestra,"Montgomery, Jessie",3,4
Chicago Symphony Orchestra,"Mozart, Wolfgang Amadeus",9,1
Chicago Symphony Orchestra,"Mussorgsky, Modest",1,1
Chicago Symphony Orchestra,"Piazzolla, Astor",1,3
Chicago Symphony Orchestra,"Price, Florence",2,4
Chicago Symphony Orchestra,"Prokofiev, Sergey",3,1
Chicago Symphony Orchestra,"Rachmaninoff, Sergei",1,1
Chicago Symphony Orchestra,"Rameau, Jean-Philippe",1,1
Chicago Symphony Orchestra,"Ravel, Maurice",4,1
Chicago Symphony Orchestra,"Rossini, Gioachino",1,1
Chicago Symphony Orchestra,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
Chicago Symphony Orchestra,"Saint-Saëns, Camille",3,1
Chicago Symphony Orchestra,"Salonen, Esa-Pekka",1,1
Chicago Symphony Orchestra,"Schifrin, Lalo",1,1
Chicago Symphony Orchestra,"Schumann, Robert",3,1
Chicago Symphony Orchestra,"Shaw, Caroline",1,2
Chicago Symphony Orchestra,"Still, William Grant",3,3
Chicago Symphony Orchestra,"Strauss, Richard",2,1
Chicago Symphony Orchestra,"Stravinsky, Igor",2,1
Chicago Symphony Orchestra,"Tchaikovsky, Peter Ilich",7,1
Chicago Symphony Orchestra,"Thomas, Augusta Read",1,2
Chicago Symphony Orchestra,"Verdi, Giuseppe",1,1
Chicago Symphony Orchestra,"Webern, Anton",2,1
Cincinnati Symphony Orchestra,"Adams, John",1,1
Cincinnati Symphony Orchestra,"Adolphe, Julia",1,2
Cincinnati Symphony Orchestra,"Bartók, Béla",1,1
Cincinnati Symphony Orchestra,"Beethoven, Ludwig van",4,1
Cincinnati Symphony Orchestra,"Berlioz, Hector",1,1
Cincinnati Symphony Orchestra,"Bernstein, Leonard",1,1
Cincinnati Symphony Orchestra,"Brahms, Johannes",2,1
Cincinnati Symphony Orchestra,"Bruckner, Anton",1,1
Cincinnati Symphony Orchestra,"Connesson, Guillaume",1,1
Cincinnati Symphony Orchestra,"Currier, Sebastian",1,1
Cincinnati Symphony Orchestra,"Dawson, William Levi",1,3
Cincinnati Symphony Orchestra,"Debussy, Claude",2,1
Cincinnati Symphony Orchestra,"Elgar, Edward",1,1
Cincinnati Symphony Orchestra,"Glass, Philip",1,1
Cincinnati Symphony Orchestra,"Haydn, Franz Joseph",1,1
Cincinnati Symphony Orchestra,Kinds of Kings**,1,2
Cincinnati Symphony Orchestra,"Mahler, Gustav",1,1
Cincinnati Symphony Orchestra,"Marsalis, Wynton",1,3
Cincinnati Symphony Orchestra,"Mazzoli, Missy",1,2
Cincinnati Symphony Orchestra,"Mendelssohn, Felix",1,1
Cincinnati Symphony Orchestra,"Meredith, Anna",1,2
Cincinnati Symphony Orchestra,"Mozart, Wolfgang Amadeus",1,1
Cincinnati Symphony Orchestra,"Neruda, Johann Baptist Georg",1,1
Cincinnati Symphony Orchestra,"Norman, Andrew",1,1
Cincinnati Symphony Orchestra,"Ortiz, Gabriela",1,4
Cincinnati Symphony Orchestra,"Piazzolla, Astor",1,3
Cincinnati Symphony Orchestra,"Pintscher, Mathias",1,1
Cincinnati Symphony Orchestra,"Prokofiev, Sergey",1,1
Cincinnati Symphony Orchestra,"Rachmaninoff, Sergei",2,1
Cincinnati Symphony Orchestra,"Ravel, Maurice",2,1
Cincinnati Symphony Orchestra,"Sibelius, Jean",1,1
Cincinnati Symphony Orchestra,"Simpson, Mark",1,1
Cincinnati Symphony Orchestra,"Strauss, Richard",1,1
Cincinnati Symphony Orchestra,"Takemitsu, Toru",1,3
Cincinnati Symphony Orchestra,"Thomas, Augusta Read",1,2
Cleveland Orchestra,"Abrahamsen, Hans",1,1
Cleveland Orchestra,"Adams, John",1,1
Cleveland Orchestra,"Adès, Thomas",1,1
Cleveland Orchestra,"Barber, Samuel",1,1
Cleveland Orchestra,"Bartók, Béla",1,1
Cleveland Orchestra,"Beethoven, Ludwig van",2,1
Cleveland Orchestra,"Boulanger, Lili",1,2
Cleveland Orchestra,"Brahms, Johannes",1,1
Cleveland Orchestra,"Britten, Benjamin",2,1
Cleveland Orchestra,"Bruckner, Anton",1,1
Cleveland Orchestra,"Chin, Unsuk",1,4
Cleveland Orchestra,"Chopin, Frédéric",1,1
Cleveland Orchestra,"Coleridge-Taylor, Samuel",1,3
Cleveland Orchestra,"Connesson, Guillaume",1,1
Cleveland Orchestra,"Debussy, Claude",1,1
Cleveland Orchestra,"Dessner, Bryce",1,1
Cleveland Orchestra,"Deutsch, Bernd Richard",1,1
Cleveland Orchestra,"Dvořák, Antonín",3,1
Cleveland Orchestra,"Elgar, Edward",1,1
Cleveland Orchestra,"Fauré, Gabriel",1,1
Cleveland Orchestra,"Franck, César",1,1
Cleveland Orchestra,"Glass, Philip",2,1
Cleveland Orchestra,"Gubaidulina, Sofia",2,2
Cleveland Orchestra,"Haydn, Franz Joseph",1,1
Cleveland Orchestra,"Ives, Charles",1,1
Cleveland Orchestra,"Korngold, Erich",1,1
Cleveland Orchestra,"Mahler, Gustav",1,1
Cleveland Orchestra,"Mendelssohn, Felix",1,1
Cleveland Orchestra,"Mozart, Wolfgang Amadeus",3,1
Cleveland Orchestra,"Nielsen, Carl",1,1
Cleveland Orchestra,"Prokofiev, Sergey",1,1
Cleveland Orchestra,"Ravel, Maurice",2,1
Cleveland Orchestra,"Reich, Steve",1,1
Cleveland Orchestra,"Reinvere, Jüri",1,1
Cleveland Orchestra,"Rihm, Wolfgang",2,1
Cleveland Orchestra,"Schnittke, Alfred",1,1
Cleveland Orchestra,"Schoenberg, Arnold",1,1
Cleveland Orchestra,"Schubert, Franz",1,1
Cleveland Orchestra,"Shostakovich, Dmitri",2,1
Cleveland Orchestra,"Sibelius, Jean",2,1
Cleveland Orchestra,"Simon, Carlos",1,3
Cleveland Orchestra,"Smith, Gabriella",1,2
Cleveland Orchestra,"Strauss, Richard",1,1
Cleveland Orchestra,"Tchaikovsky, Peter Ilich",3,1
Cleveland Orchestra,"Verdi, Giuseppe",1,1
Cleveland Orchestra,"Walker, George",3,3
Cleveland Orchestra,"Walton, William",1,1
Cleveland Orchestra,"Zemlinsky, Alexander",2,1
Colorado Symphony,"Adams, John",1,1
Colorado Symphony,"Assad, Clarice",1,4
Colorado Symphony,"Barber, Samuel",2,1
Colorado Symphony,"Beethoven, Ludwig van",4,1
Colorado Symphony,"Berlioz, Hector",1,1
Colorado Symphony,"Brahms, Johannes",1,1
Colorado Symphony,"Bruch, Max",1,1
Colorado Symphony,"Bruckner, Anton",1,1
Colorado Symphony,"Chopin, Frédéric",1,1
Colorado Symphony,"Copland, Aaron",1,1
Colorado Symphony,"Dvořák, Antonín",1,1
Colorado Symphony,"Elgar, Edward",1,1
Colorado Symphony,"Frank, Gabriela Lena",1,4
Colorado Symphony,"Grieg, Edvard",1,1
Colorado Symphony,"Holst, Gustav",1,1
Colorado Symphony,"Kodály, Zoltán",1,1
Colorado Symphony,"Mahler, Gustav",2,1
Colorado Symphony,"Mendelssohn, Felix",2,1
Colorado Symphony,"Montgomery, Jessie",1,4
Colorado Symphony,"Mozart, Wolfgang Amadeus",4,1
Colorado Symphony,"Mussorgsky, Modest",1,1
Colorado Symphony,"Nielsen, Carl",1,1
Colorado Symphony,"Price, Florence",1,4
Colorado Symphony,"Prokofiev, Sergey",3,1
Colorado Symphony,"Rachmaninoff, Sergei",1,1
Colorado Symphony,"Respighi, Ottorino",2,1
Colorado Symphony,"Rossini, Gioachino",1,1
Colorado Symphony,"Schumann, Robert",1,1
Colorado Symphony,"Shostakovich, Dmitri",1,1
Colorado Symphony,"Strauss, Richard",2,1
Colorado Symphony,"Tchaikovsky, Peter Ilich",2,1
Colorado Symphony,"Tower, Joan",1,2
Colorado Symphony,"Tubin, Eduard",1,1
Colorado Symphony,"Verdi, Giuseppe",1,1
Columbus Symphony Orchestra,"Bach, J.S.",1,1
Columbus Symphony Orchestra,"Bartók, Béla",1,1
Columbus Symphony Orchestra,"Beethoven, Ludwig van",2,1
Columbus Symphony Orchestra,"Brahms, Johannes",2,1
Columbus Symphony Orchestra,"Britten, Benjamin",2,1
Columbus Symphony Orchestra,"Dvořák, Antonín",2,1
Columbus Symphony Orchestra,"Gershwin, George",1,1
Columbus Symphony Orchestra,"Hailstork, Adolphus",1,3
Columbus Symphony Orchestra,"Lee III, James",1,3
Columbus Symphony Orchestra,"Liszt, Franz",2,1
Columbus Symphony Orchestra,"Montgomery, Jessie",1,4
Columbus Symphony Orchestra,"Mussorgsky, Modest",1,1
Columbus Symphony Orchestra,"Perkinson, Coleridge-Taylor",1,3
Columbus Symphony Orchestra,"Puccini, Giacomo",1,1
Columbus Symphony Orchestra,"Rachmaninoff, Sergei",1,1
Columbus Symphony Orchestra,"Saint-Saëns, Camille",1,1
Columbus Symphony Orchestra,"Schubert, Franz",1,1
Columbus Symphony Orchestra,"Shostakovich, Dmitri",1,1
Columbus Symphony Orchestra,"Stravinsky, Igor",1,1
Columbus Symphony Orchestra,"Tchaikovsky, Peter Ilich",1,1
Columbus Symphony Orchestra,"Williams, Evan",1,3
Dallas Symphony Orchestra,"Adolphe, Bruce",1,1
Dallas Symphony Orchestra,"Bartók, Béla",1,1
Dallas Symphony Orchestra,"Beethoven, Ludwig van",3,1
Dallas Symphony Orchestra,"Berlioz, Hector",1,1
Dallas Symphony Orchestra,"Brahms, Johannes",2,1
Dallas Symphony Orchestra,"Bruch, Max",1,1
Dallas Symphony Orchestra,"Chin, Unsuk",1,4
Dallas Symphony Orchestra,"Coleridge-Taylor, Samuel",1,3
Dallas Symphony Orchestra,"Converse, Frederick",1,1
Dallas Symphony Orchestra,"Copland, Aaron",1,1
Dallas Symphony Orchestra,"Debussy, Claude",1,1
Dallas Symphony Orchestra,"Dvořák, Antonín",1,1
Dallas Symphony Orchestra,"Elgar, Edward",2,1
Dallas Symphony Orchestra,"Grainger, Percy",1,1
Dallas Symphony Orchestra,"Hailstork, Adolphus",1,3
Dallas Symphony Orchestra,"Kernis, Aaron Jay",1,1
Dallas Symphony Orchestra,"Mendelssohn, Felix",2,1
Dallas Symphony Orchestra,"Montgomery, Jessie",1,4
Dallas Symphony Orchestra,"Mozart, Wolfgang Amadeus",5,1
Dallas Symphony Orchestra,"Mussorgsky, Modest",1,1
Dallas Symphony Orchestra,"Prokofiev, Sergey",2,1
Dallas Symphony Orchestra,"Puts, Kevin",1,1
Dallas Symphony Orchestra,"Rachmaninoff, Sergei",2,1
Dallas Symphony Orchestra,"Ravel, Maurice",4,1
Dallas Symphony Orchestra,"Schmidt, Franz",1,1
Dallas Symphony Orchestra,"Schumann, Robert",2,1
Dallas Symphony Orchestra,"Shostakovich, Dmitri",2,1
Dallas Symphony Orchestra,"Still, William Grant",1,3
Dallas Symphony Orchestra,"Strauss, Richard",3,1
Dallas Symphony Orchestra,"Tchaikovsky, Peter Ilich",3,1
Dallas Symphony Orchestra,"Tower, Joan",1,2
Dallas Symphony Orchestra,"von Einem, Gottfried",1,1
Dallas Symphony Orchestra,"Wagner, Richard",1,1
Dallas Symphony Orchestra,"Weber, Carl Maria von",1,1
Dallas Symphony Orchestra,Xi Wang,1,#N/A
Dayton Philharmonic Orchestra,"Beethoven, Ludwig van",3,1
Dayton Philharmonic Orchestra,"Esmail, Reena",1,4
Dayton Philharmonic Orchestra,"Jaquith, Austin",1,1
Dayton Philharmonic Orchestra,"Jolley, Jennifer",1,4
Dayton Philharmonic Orchestra,"Mendelssohn, Felix",1,1
Dayton Philharmonic Orchestra,"Mozart, Wolfgang Amadeus",1,1
Dayton Philharmonic Orchestra,"Rachmaninoff, Sergei",1,1
Dayton Philharmonic Orchestra,"Rameau, Jean-Philippe",1,1
Dayton Philharmonic Orchestra,"Schumann, Clara",1,2
Dayton Philharmonic Orchestra,"Shostakovich, Dmitri",2,1
Dayton Philharmonic Orchestra,"Stanford, Charles Villiers",1,1
Dayton Philharmonic Orchestra,"Strauss, Richard",3,1
Dayton Philharmonic Orchestra,"Sung, Stella",1,4
Dayton Philharmonic Orchestra,"Tchaikovsky, Peter Ilich",1,1
Delaware Symphony Orchestra,"Bach, J.S./Stokowski",1,1
Delaware Symphony Orchestra,"Beethoven, Ludwig van",1,1
Delaware Symphony Orchestra,"Brahms, Johannes",1,1
Delaware Symphony Orchestra,"Gershwin, George",2,1
Delaware Symphony Orchestra,"Holst, Gustav",1,1
Delaware Symphony Orchestra,"Hummel, Johann Nepomuk",1,1
Delaware Symphony Orchestra,"Mendelssohn, Felix",1,1
Delaware Symphony Orchestra,"Rachmaninoff, Sergei",2,1
Delaware Symphony Orchestra,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
Delaware Symphony Orchestra,"Saint-Saëns, Camille",1,1
Delaware Symphony Orchestra,"Satie, Erik",1,1
Delaware Symphony Orchestra,"Strauss, Johann",1,1
Delaware Symphony Orchestra,"Strauss, Richard",1,1
Des Moines Symphony,"Beethoven, Ludwig van",11,1
Des Moines Symphony,"Clyne, Anna",1,2
Des Moines Symphony,"Corigliano, John",1,1
Des Moines Symphony,"Harbison, John",1,1
Des Moines Symphony,"Montgomery, Jessie",1,4
Des Moines Symphony,"Mussorgsky, Modest",1,1
Des Moines Symphony,"Orff, Carl",1,1
Des Moines Symphony,"Pärt, Arvo",1,1
Des Moines Symphony,"Rachmaninoff, Sergei",2,1
Des Moines Symphony,"Shostakovich, Dmitri",1,1
Des Moines Symphony,"Shostakovich, Dmitri (arr. Atovmian, Levon)",1,1
Des Moines Symphony,"Sibelius, Jean",1,1
Des Moines Symphony,"Tabakova, Dobrinka",1,2
Des Moines Symphony,"Tchaikovsky, Peter Ilich",2,1
Des Moines Symphony,"Wagner, Richard",2,1
Des Moines Symphony,"Walker, George",1,3
Detroit Symphony Orchestra,"Adams, John",1,1
Detroit Symphony Orchestra,"Adler, Samuel",1,1
Detroit Symphony Orchestra,"Arutiunian, Alexander",1,1
Detroit Symphony Orchestra,"Barber, Samuel",2,1
Detroit Symphony Orchestra,"Beethoven, Ludwig van",4,1
Detroit Symphony Orchestra,"Bonis, Mélanie",1,2
Detroit Symphony Orchestra,"Brahms, Johannes",1,1
Detroit Symphony Orchestra,"Coleridge-Taylor, Samuel",1,3
Detroit Symphony Orchestra,"Copland, Aaron",1,1
Detroit Symphony Orchestra,"Dawson, William Levi",1,3
Detroit Symphony Orchestra,"Dvořák, Antonín",4,1
Detroit Symphony Orchestra,"Enescu, George",1,1
Detroit Symphony Orchestra,"Gershwin, George",1,1
Detroit Symphony Orchestra,"Hailstork, Adolphus",1,3
Detroit Symphony Orchestra,"Hillborg, Anders",1,1
Detroit Symphony Orchestra,"Kim, Texu",1,3
Detroit Symphony Orchestra,"Lash, Hannah",1,2
Detroit Symphony Orchestra,"Lee III, James",1,3
Detroit Symphony Orchestra,"Mahler, Gustav",2,1
Detroit Symphony Orchestra,"Marsalis, Wynton",3,3
Detroit Symphony Orchestra,"Montgomery, Jessie",1,4
Detroit Symphony Orchestra,"Mozart, Wolfgang Amadeus",2,1
Detroit Symphony Orchestra,"Mussorgsky, Modest",1,1
Detroit Symphony Orchestra,"Ogonek, Elizabeth",1,2
Detroit Symphony Orchestra,"Price, Florence",1,4
Detroit Symphony Orchestra,"Rachmaninoff, Sergei",2,1
Detroit Symphony Orchestra,"Ravel, Maurice",1,1
Detroit Symphony Orchestra,"Respighi, Ottorino",2,1
Detroit Symphony Orchestra,"Rodrigo, Joaquín",1,1
Detroit Symphony Orchestra,"Rossini, Gioachino",1,1
Detroit Symphony Orchestra,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
Detroit Symphony Orchestra,"Schmitt, Florent",1,1
Detroit Symphony Orchestra,"Schubert, Franz",1,1
Detroit Symphony Orchestra,"Schumann, Clara",1,2
Detroit Symphony Orchestra,"Schumann, Robert",1,1
Detroit Symphony Orchestra,"Schwantner, Joseph",1,1
Detroit Symphony Orchestra,"Scott, Jeffrey",1,3
Detroit Symphony Orchestra,"Sibelius, Jean",2,1
Detroit Symphony Orchestra,"Simon, Carlos",1,3
Detroit Symphony Orchestra,"Smetana, Bedřich",2,1
Detroit Symphony Orchestra,"Still, William Grant",1,3
Detroit Symphony Orchestra,"Strauss, Richard",2,1
Detroit Symphony Orchestra,"Tchaikovsky, Peter Ilich",1,1
Detroit Symphony Orchestra,"Thompson, Joel",1,3
Detroit Symphony Orchestra,"Tower, Joan",1,2
El Paso,"Beethoven, Ludwig van",1,1
El Paso,"Brahms, Johannes",1,1
El Paso,"Gershwin, George",2,1
El Paso,"Handel, George Frideric",1,1
El Paso,"Jorge, Martin",1,3
El Paso,"Rachmaninoff, Sergei",1,1
El Paso,"Ravel, Maurice",2,1
El Paso,"Respighi, Ottorino",1,1
El Paso,"Tchaikovsky, Peter Ilich",2,1
El Paso,"Williams, John",1,1
Elgin,"Barber, Samuel",1,1
Elgin,"Beethoven, Ludwig van",3,1
Elgin,"Brahms, Johannes",1,1
Elgin,"Copland, Aaron",1,1
Elgin,"Daugherty, Michael",1,1
Elgin,"Dvořák, Antonín",1,1
Elgin,"Mendelssohn, Felix",1,1
Elgin,"Miller, Jared",1,1
Elgin,"Montgomery, Jessie",1,4
Elgin,"Mozart, Wolfgang Amadeus",2,1
Elgin,"Rachmaninoff, Sergei",1,1
Elgin,"Respighi, Ottorino",1,1
Elgin,"Rimsky-Korsakov, Nikolay",1,1
Elgin,"Schumann, Robert",1,1
Elgin,"Shostakovich, Dmitri",1,1
Elgin,"Tallis, Thomas",1,1
Elgin,"Tchaikovsky, Peter Ilich",2,1
Elgin,"Vaughan Williams, Ralph",1,1
Elgin,"Wagner, Richard",1,1
Erie Philharmonic,"Adams, Timothy",1,3
Erie Philharmonic,"Beethoven, Ludwig van",1,1
Erie Philharmonic,"Brahms, Johannes",1,1
Erie Philharmonic,"Dukas, Paul",1,1
Erie Philharmonic,"Franck, César",1,1
Erie Philharmonic,"Glazunov, Alexander",1,1
Erie Philharmonic,"Ibert, Jacques",1,1
Erie Philharmonic,"Mahler, Gustav",1,1
Erie Philharmonic,"Poulenc, Francis",1,1
Erie Philharmonic,"Rachmaninoff, Sergei",1,1
Erie Philharmonic,"Rouse, Christopher",1,1
Erie Philharmonic,"Stravinsky, Igor",1,1
Erie Philharmonic,"Wagner, Richard",1,1
Erie Philharmonic,"Warren, Elinor Remick",1,2
Erie Philharmonic,Zhou Tian,1,3
Eugene Symphony,"Adams, John",1,1
Eugene Symphony,"Bartók, Béla",1,1
Eugene Symphony,"Beethoven, Ludwig van",1,1
Eugene Symphony,"Brahms, Johannes",1,1
Eugene Symphony,"Browne, Matthew",1,1
Eugene Symphony,"Chopin, Frédéric",1,1
Eugene Symphony,"Dvořák, Antonín",1,1
Eugene Symphony,"Elgar, Edward",1,1
Eugene Symphony,"Fauré, Gabriel",1,1
Eugene Symphony,"Higdon, Jennifer",1,2
Eugene Symphony,"Hindemith, Paul",1,1
Eugene Symphony,"Izcaray, Carlos",1,3
Eugene Symphony,"Larsen, Libby",1,2
Eugene Symphony,"Mahler, Gustav",1,1
Eugene Symphony,"Márquez, Arturo",1,3
Eugene Symphony,"Mendelssohn, Felix",1,1
Eugene Symphony,"Mozart, Wolfgang Amadeus",1,1
Eugene Symphony,"Price, Florence",1,4
Eugene Symphony,"Rachmaninoff, Sergei",2,1
Eugene Symphony,"Ravel, Maurice",2,1
Eugene Symphony,"Reinkemeyer, Andrea",1,2
Eugene Symphony,"Schiff, David",1,1
Eugene Symphony,"Strauss, Richard",1,1
Eugene Symphony,Tan Dun,1,3
Eugene Symphony,"Tchaikovsky, Peter Ilich",1,1
Eugene Symphony,"Wagner, Richard",1,1
Eugene Symphony,"Walker, George",1,3
Evansville Philharmonic,"Beethoven, Ludwig van",1,1
Evansville Philharmonic,"Bernstein, Leonard",1,1
Evansville Philharmonic,"Dooley, Paul",1,1
Evansville Philharmonic,"Gershwin, George",2,1
Evansville Philharmonic,"Honegger, Arthur",1,1
Evansville Philharmonic,"Jacobsen, Colin & Aghaei, Siamak",1,1
Evansville Philharmonic,"Mahler, Gustav",1,1
Evansville Philharmonic,"Mendelssohn, Felix",1,1
Evansville Philharmonic,"Mozart, Wolfgang Amadeus",1,1
Evansville Philharmonic,"Price, Florence",1,4
Evansville Philharmonic,"Prokofiev, Sergey",1,1
Fargo-Moorhead,"Beethoven, Ludwig van",1,1
Fargo-Moorhead,"Bernstein, Leonard",1,1
Fargo-Moorhead,"Borodin, Alexander",1,1
Fargo-Moorhead,"Boulanger, Lili",1,2
Fargo-Moorhead,"Brahms, Johannes",1,1
Fargo-Moorhead,"Chausson, Ernest",1,1
Fargo-Moorhead,"Dvořák, Antonín",1,1
Fargo-Moorhead,"Eryılmaz, Erberk",1,3
Fargo-Moorhead,"Mahler, Gustav",1,1
Fargo-Moorhead,"Peterson, Russell",1,1
Fargo-Moorhead,"Price, Florence",1,4
Fargo-Moorhead,"Shostakovich, Dmitri",1,1
Fargo-Moorhead,"Sibelius, Jean",1,1
Fargo-Moorhead,"Stephenson, James M.",1,1
Fargo-Moorhead,"Tchaikovsky, Peter Ilich",1,1
Florida Orchestra,"Allegri, Gregorio",1,1
Florida Orchestra,"Beethoven, Ludwig van",1,1
Florida Orchestra,"Bernstein, Leonard",1,1
Florida Orchestra,"Bingen, Hildegard von",1,2
Florida Orchestra,"Brahms, Johannes",1,1
Florida Orchestra,"Britten, Benjamin",1,1
Florida Orchestra,"Debussy, Claude",1,1
Florida Orchestra,"Frank, Gabriela Lena",2,4
Florida Orchestra,"Gershwin, George",1,1
Florida Orchestra,"Mahler, Gustav",1,1
Florida Orchestra,"Mozart, Wolfgang Amadeus",2,1
Florida Orchestra,"Nazaykinskaya, Polina",1,2
Florida Orchestra,"Prokofiev, Sergey",2,1
Florida Orchestra,"Puts, Kevin",1,1
Florida Orchestra,"Rodrigo, Joaquín",1,1
Florida Orchestra,"Shchedrin, Rodion",1,1
Florida Orchestra,"Stravinsky, Igor",1,1
Florida Orchestra,"Tchaikovsky, Peter Ilich",2,1
Florida Orchestra,"Urbaitis, Mindaugas",1,1
Fort Worth Symphony Orchestra,"Agnes, Fáncsik Veronika",1,2
Fort Worth Symphony Orchestra,"Agudelo, Victor",1,3
Fort Worth Symphony Orchestra,"Bach, J.S./Respighi",1,1
Fort Worth Symphony Orchestra,"Beethoven, Ludwig van",1,1
Fort Worth Symphony Orchestra,"Brahms, Johannes",2,1
Fort Worth Symphony Orchestra,"Dawson, William Levi",1,3
Fort Worth Symphony Orchestra,"Debussy, Claude",1,1
Fort Worth Symphony Orchestra,"Dvořák, Antonín",1,1
Fort Worth Symphony Orchestra,"Gershwin, George",2,1
Fort Worth Symphony Orchestra,"Higdon, Jennifer",1,2
Fort Worth Symphony Orchestra,"Holst, Gustav",1,1
Fort Worth Symphony Orchestra,"Liszt, Franz",1,1
Fort Worth Symphony Orchestra,"Mendelssohn, Felix",2,1
Fort Worth Symphony Orchestra,"Mussorgsky, Modest",1,1
Fort Worth Symphony Orchestra,"Nabors, Brian Raphael",1,3
Fort Worth Symphony Orchestra,"Rachmaninoff, Sergei",1,1
Fort Worth Symphony Orchestra,"Respighi, Ottorino",2,1
Fort Worth Symphony Orchestra,"Rimsky-Korsakov, Nikolay",2,1
Fort Worth Symphony Orchestra,"Sibelius, Jean",1,1
Fort Worth Symphony Orchestra,"Strauss, Richard",1,1
Fort Worth Symphony Orchestra,"Stravinsky, Igor",1,1
Fort Worth Symphony Orchestra,"Talbot, Joby",1,1
Fort Worth Symphony Orchestra,"Tchaikovsky, Peter Ilich",1,1
Fort Worth Symphony Orchestra,"Tomasi, Henri",1,1
Fort Worth Symphony Orchestra,"Walker, George",1,3
Fresno,"Bach, J.S.",1,1
Fresno,"Bartók, Béla",1,1
